pdf_page_index	text
32	Figure 3: Have Adopting Workplaces Fared Differently? (Encouraged DiD) (a) Log Total Employment (b) Employment of Early-Career Workers .15 6 4 .1 2 .05 0 0 -2 -.05 -4 2021m1 2021m7 2022m1 2022m7 2023m1 2023m7 2024m1 2024m7 2021m1 2021m7 2022m1 2022m7 2023m1 2023m7 2024m1 2024m7 (c) Job Churn (d) Adopter Propensity of Hires and Separations .15 .15 .1 .1 .05 .05 0 0 -.05 -.05 2021m1 2021m7 2022m1 2022m7 2023m1 2023m7 2024m1 2024m7 2021m1 2021m7 2022m1 2022m7 2023m1 2023m7 2024m1 2024m7 Job Creation Job Destruction Job Creation Job Destruction Notes: This figure shows workplace outcomes for workers in encouraged-use workplaces relative to those without encour- agement, indexed to November 2022. Panel (a) reports log employment; Panel (b), early-career employment in full-time equivalents (see Appendix G.2 for details); Panel (c), job creation and destruction rates (measured as the share of hires and separations, respectively, in total employment); and Panel (d), the adopter propensity of hires and separations (see Appendix H.1 for details). Estimates are based on the dynamic difference-in-differences specification in Equation (1), with shaded areas representing 95% confidence intervals. Sample: All completed 2024 survey responses linked to registry data. 30
33	Figure 4: Labor Market Effects of AI Chatbots: Heterogeneity by Strength of Treatment (a) Worker Earnings (Adopter DiD) (b) Occupational Mobility (Adopter DiD) Non-Encouraged Non-Encouraged Encouraged Encouraged Encouraged + Training Encouraged + Training Encouraged + Enterprise Chatbot Encouraged + Enterprise Chatbot Encouraged + Enterprise Chatbot + Training Encouraged + Enterprise Chatbot + Training Daily Use Daily Use Early Adopters Early Adopters Large Time Savings Large Time Savings Increased Quality Increased Quality Increased Creativity Increased Creativity Increased Workload Increased Workload AI Tasks AI Tasks -.05 0 .05 .1 .15 -.05 0 .05 .1 .15 2023 2024 2023 2024 (c) Workplace Employment (Encouraged DiD) (d) Early-Career Jobs (Encouraged DiD) Encouraged Encouraged Encouraged + Training Encouraged + Training Encouraged + Enterprise Chatbot Encouraged + Enterprise Chatbot Encouraged + Enterprise Chatbot + Training Encouraged + Enterprise Chatbot + Training -.15 -.1 -.05 0 .05 .1 .15 -4 -2 0 2 4 6 2023 2024 2023 2024 Notes: This figure shows how our difference-in-differences estimates vary with the strength of the treatment. Estimates are based on the pooled specification in Equation (2), with 95% confidence intervals shown as whiskers. Panels (a) and (b) focus on log earnings and occupational mobility for different adopters relative to non-encouraged non-adopters (Figure 2). Occupational mobility is defined as full-time-equivalent (FTE) employment in workers’ latest (December 2024) occupations. Encouraged + Training restricts the treatment group to encouraged adopters who received employer-provided training; Encouraged + Enterprise Chatbot, to those whose employer deployed an enterprise chatbot; and Encouraged + Enterprise Chatbot + Training, to those with both. Daily Use refers to users reporting daily chatbot use at work. Early Adopters adopted ChatGPT by the time of our 2023 survey. Large Time Savings indicates time savings of more than 60 minutes per day of usage. Increased Quality / Creativity refers to users reporting improved output quality or creativity. Increased Workload refers to users reporting more workloads due to AI chatbots. AI Task restricts to workers who report new AI-related job tasks. Panels (c) and (d) show workplace outcomes (log employment and early-career employment) for workers who report encouraged usage policies relative to those without encouragement (Figure 3). Encouraged + Training restricts the treatment group to encouraged workers who received employer-provided training; Encouraged + Enterprise Chatbot, to those whose employer deployed an enterprise chatbot; and Encouraged + Enterprise Chatbot + Training, to those with both. Sample: All completed 2024 survey responses linked to registry data. 31
34	Figure 5: Labor Market Effects of AI Chatbots: Heterogeneity by Occupation (a) Worker Earnings (Adopter DiD) (b) Occupational Mobility (Adopter DiD) All All Software Dev. Software Dev. Legal Prof. Legal Prof. Accountants Accountants Customer Service Customer Service Marketing Marketing Financial Advisors Financial Advisors HR Prof. HR Prof. Office Clerks Office Clerks Teachers Teachers IT Support IT Support -.1 -.05 0 .05 .1 .15 -.1 -.05 0 .05 .1 .15 2023 2024 2023 2024 (c) Workplace Employment (Encouraged DiD) (d) Early-Career Jobs (Encouraged DiD) All All Software Dev. Software Dev. Legal Prof. Legal Prof. Accountants Accountants Customer Service Customer Service Marketing Marketing Financial Advisors Financial Advisors HR Prof. HR Prof. Office Clerks Office Clerks Teachers Teachers IT Support IT Support -.2 -.15 -.1 -.05 0 .05 .1 .15 .2 -4 -2 0 2 4 6 2023 2024 2023 2024 Notes: This figure shows occupation-specific effects of AI chatbot adoption. Estimates are based on the pooled specification in Equation (2), with 95% confidence intervals shown as whiskers. Panels (a) and (b) focus on log earnings and occupational mobility for adopters relative to non-encouraged non-adopters (Figure 2). Occupational mobility is defined as full-time- equivalent (FTE) employment in workers’ latest (December 2024) occupations. Panels (c) and (d) show workplace outcomes (log employment and early-career employment) for workers who report encouraged usage policies relative to those without encouragement (Figure 3). Sample: All completed 2024 survey responses linked to registry data. 32
35	Table 1: Worker Adoption, Reported Benefits, and New Workloads by Employer Initiatives Reported Benefits New Workloads New Workloads Adoption (Among Ever Used) (Among Ever Used) (Among Never Used) Ever Daily Any Time 60+ Same New Same New Used Use Saving min/day Quality Creativity Tasks Tasks Tasks Tasks (1) (2) (3) (4) (5) (6) (7) (8) (9) (10) Encouraged 0.350∗∗∗ 0.110∗∗∗ 0.087∗∗∗ 0.034∗∗∗ 0.076∗∗∗ 0.065∗∗∗ 0.020∗∗∗ 0.039∗∗∗ -0.003 0.018∗∗ (0.009) (0.008) (0.011) (0.010) (0.014) (0.013) (0.006) (0.008) (0.003) (0.009) Enterprise Chatbot 0.163∗∗∗ 0.008 -0.000 -0.024∗∗ -0.033∗ -0.016 0.005 0.027∗∗∗ 0.020∗∗∗ 0.023∗∗∗ (0.012) (0.007) (0.015) (0.011) (0.017) (0.016) (0.008) (0.010) (0.006) (0.007) Training 0.284∗∗∗ 0.019∗∗∗ -0.065∗∗∗ -0.006 -0.041∗∗ -0.031∗ 0.015∗∗ 0.078∗∗∗ -0.002 0.050∗∗∗ (0.014) (0.007) (0.018) (0.011) (0.017) (0.017) (0.007) (0.016) (0.004) (0.016) Encouraged × Enterprise Chatbot -0.137∗∗∗ 0.015 0.009 0.014 0.045∗∗ 0.009 0.009 0.001 -0.007 0.002 (0.016) (0.013) (0.019) (0.016) (0.023) (0.021) (0.011) (0.014) (0.009) (0.015) Encouraged × Training -0.154∗∗∗ -0.014 0.028 -0.013 0.066∗∗∗ 0.079∗∗∗ -0.022∗∗ -0.035∗ 0.018 -0.018 (0.017) (0.014) (0.023) (0.016) (0.024) (0.024) (0.011) (0.021) (0.014) (0.032) Enterprise Chatbot × Training -0.089∗∗∗ 0.033∗∗ 0.040 -0.011 0.095∗∗∗ 0.022 0.001 -0.052∗∗ 0.056∗∗ -0.032 (0.023) (0.016) (0.032) (0.020) (0.033) (0.031) (0.015) (0.025) (0.026) (0.029) Encouraged × Enterprise Chatbot × Training 0.109∗∗∗ 0.038 0.023 0.043∗ -0.047 -0.020 0.011 0.042 -0.056∗ -0.050 (0.028) (0.025) (0.037) (0.026) (0.039) (0.039) (0.020) (0.030) (0.033) (0.043) Worker Controls ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ Occupation FEs ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ No Initiative, Level 0.399 0.061 0.702 0.148 0.460 0.448 0.051 0.080 0.007 0.027 Within R2 0.217 0.068 0.041 0.016 0.021 0.019 0.012 0.014 0.011 0.009 R2 0.292 0.183 0.077 0.063 0.073 0.032 0.027 0.029 0.015 0.043 Observations 24796 24796 14790 14790 14790 14790 14790 14790 10006 10006 Notes: This table reports how workers’ chatbot adoption (Columns 1–2), user-reported benefits (Columns 3–6), and new workloads from AI chatbots (Columns 7–10) vary with employer chatbot initiatives. 60+ min/day indicates time savings of more than one hour per day of use. The regressions control for occupation fixed effects and workers’ predetermined characteristics (age, gender, experience); see Appendix D.2.1 for details. Sample: All completed 2024 survey responses linked to registry data. 33
36	Online Appendix Large Language Models, Small Labor Market Effects Anders Humlum Emilie Vestergaard University of Chicago University of Copenhagen A Theoretical Framework 3 A.1 Adoption and Work . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3 A.2 Labor Market Outcomes . . . . . . . . . . . . . . . . . . . . . . . . . . . 8 A.3 Technical Derivations . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 22 B Data Construction 28 B.1 Sampling Protocol . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 28 B.2 Survey Sample . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 29 B.3 Classification of New Job Tasks . . . . . . . . . . . . . . . . . . . . . . . 34 C Institutional Setting 40 C.1 Wage Setting Systems in Denmark . . . . . . . . . . . . . . . . . . . . . 40 D Descriptive Evidence on Adoption 41 D.1 Employer Initiatives . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 42 D.2 Worker Adoption and Reported Effects . . . . . . . . . . . . . . . . . . . 46 D.3 Total Time Savings . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 54 D.4 Comparison to the Literature . . . . . . . . . . . . . . . . . . . . . . . . 55 E Robustness Analysis 58 E.1 Descriptive Evidence on Adoption . . . . . . . . . . . . . . . . . . . . . . 58 E.2 Results . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 78 E.3 Perceived Impacts . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 86 E.4 Additional Controls . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 90 E.5 Coworker Encouragement . . . . . . . . . . . . . . . . . . . . . . . . . . 93 F Spillovers to Non-Adopters 98 G Labor Market Trends 100 G.1 Aggregate Employment . . . . . . . . . . . . . . . . . . . . . . . . . . . . 100 G.2 By Age Groups (Brynjolfsson, Chandar and Chen, 2025) . . . . . . . . . 100 1
37	H Estimation Procedures 104 H.1 Adopter Propensity . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 104 H.2 Empirical Bayes Shrinkage . . . . . . . . . . . . . . . . . . . . . . . . . 104 I Invitation Letter 107 I.1 English Translation . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 108 I.2 Original Danish Version . . . . . . . . . . . . . . . . . . . . . . . . . . . . 110 J Survey Questionnaire 112 J.1 English Translation . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 113 J.2 Original Danish Version . . . . . . . . . . . . . . . . . . . . . . . . . . . . 118 2
38	A Theoretical Framework In this section, we introduce a theoretical framework to guide our empirical analysis. In Section A.1, we first introduce a simple partial-equilibrium model of chatbot adoption to interpret the descriptive patterns in Section 1.4. We posit a Roy (1951) style selection model of chatbot adoption, in which employer initiatives may shift both the costs and benefits of adoption. We use the model to analyze how these shifts affect workers’ adoption decisions and the work-related benefits they report from using the tools. In Section A.2, we embed the adoption model within a labor market equilibrium model, in which differentiated firms adopt chatbot initiatives and hire workers to maximize profits. We use this model to guide and interpret the empirical analysis of labor market outcomes in Section 3. A.1 Adoption and Work A.1.1 Setup Worker i derives benefits Bi from using AI chatbots: Bi = αb + βb × i, (3) where individuals i ∼ U([0, 1]) are drawn uniformly from the unit interval and ordered by their individual benefits, such that βb ≤ 0. While we assume linear functional forms for analytical simplicity, our predictions also hold under more general monotonicity assumptions. The worker also incurs a cost Ci of adopting chatbots: Ci = αc + βc × i, (4) where βc ≥ 0 if workers who benefit more from AI also face lower adoption costs.20 20 A common finding from RCTs is that AI chatbots tend to yield greater benefits for less experienced (and thus typically younger) workers (Brynjolfsson, Li and Raymond, 2025; Dell’Acqua et al., 2023; Noy and Zhang, 2023). If these workers also find it easier to adopt new tools, then βc ≥ 0. 3
39	We conceptualize employer initiatives E ∈ {0, 1} as shifting workers’ costs and benefits of using AI chatbots through the parameters αc and αb : α = α0 + α1 E. (5) While we focus on a binary initiative (e.g., encouraged use vs. not) for analytical simplicity, our propositions naturally extend to combinations of employer initiatives—such as use policies, enterprise chatbots, and training. Workers adopt AI chatbots if their perceived benefits exceed the associated adoption costs (Bi ≥ Ci ): h i Aij = 1 [Bij ≥ Cij ] = 1 α̂0 + α̂1 Ej + β̂ × i ≥ 0 , (6) where x̂ = xb − xc denotes net benefits. A.1.2 Model Predictions Figure A.1 illustrates how employer initiatives shift adoption rates and the average benefits reported by workers; formal derivations follow below. Adoption rates. Table 1, Columns 1-2 show how chatbot adoption rates vary with employer initiatives. In the Roy model outlined above, the optimal adoption rate is given by: α̂ i∗ (E) = P [Bij ≥ Cij ] = − , (7) β̂ where 0 < α̂ < −β̂, corresponding to the empirically relevant case in which adoption rates lie between 0 and 1. Equation (7) implies that employer initiatives that raise net benefits (α̂) increase adoption, with stronger effects when β̂ is numerically small—i.e., when workers are relatively homogeneous in their net benefits of using AI chatbots. In this light, the fact that employer-encouraged use in Table 1 is associated with a 4
40	doubling of adoption rates suggests that this initiative is powerful relative to the amount of individual heterogeneity in net benefits. Benefits for users. Table D.2, Columns 3-6 show how reported benefits among chatbot users vary with employer initiatives. The average benefit reported by users is: B̄(E) = E[Bi (α) | i ≤ i∗ (α)] = γαc + (1 − γ)αb , (8) where γ = 2ββ̂b ≥ 0. Equation (8) provides two key insights into how employer initiatives relate to reported user benefits. First, employer initiatives that reduce adoption costs (αc ) lower the average benefit among users due to a selection effect: lower costs induce adoption by workers with lower idiosyncratic benefits (i.e., higher i). This negative selection effect, γ, is stronger when workers are more homogeneous in their net benefits from using AI chatbots (i.e., when β̂ is numerically small, so that employer initiatives generate larger increases in adoption; cf. Equation (7)) but more heterogeneous in their gross benefits from the tools (i.e., when βb is large in absolute value, implying that marginal users have lower idiosyncratic benefits). Second, employer initiatives that increase benefits (αb ) have two offsetting effects on average reported benefits. On the one hand, a higher αb directly raises each user’s individual benefit Bi . On the other hand, it expands adoption, drawing in users with lower idiosyncratic benefits (i.e., higher i), thereby triggering the same negative selection effect as a reduction in αc . The net effect of an increase in αb on the average reported benefits among users B̄ is positive if and only if γ < 1. This condition is more likely to hold when workers are relatively similar in their gross benefits from the tools (i.e., when βb is small) but differ more in their adoption costs (i.e., when βc is large). 5
41	Figure A.1: The Impact of Employer Initiatives on Adoption Rates and Reported Benefits (b) Higher Benefits (a) Lower Costs Costs0 B̄1 B̄0 Costs0 B̄1 B̄0 Costs1 Benefits1 Benefits0 Benefits0 i∗0 i∗1 i∗0 i∗1 Notes: This figure illustrates how employer initiatives affect adoption rates (i∗ ) and average reported benefits among users (B̄). Panel (a) shows the impact of initiatives that reduce adoption costs (αc ), while Panel (b) depicts the impact of initiatives that enhance benefits (αb ). Lower adoption costs (αc ) unambiguously increase adoption rates and reduce average reported benefits due to a negative selection effect. In contrast, initiatives that raise benefits (αb ) also increase adoption, but their impact on average reported benefits is theoretically ambiguous and, at most, equal to their individual-level effect. In summary, the average reported benefits among users provide a lower bound on the causal effect of employer initiatives on individual benefits, due to the presence of a negative selection effect. In this light, the fact that Table 1 shows higher reported benefits among users in encouraged settings is striking. It suggests two things: (i) employer encouragement primarily raises perceived benefits (αb ), as reductions in adoption costs (αc ) would only generate the negative selection effect; and (ii) the employer-induced increases in benefits outweigh the adverse selection effect—implying that employer encouragement is powerful relative to the degree of individual heterogeneity (γ < 1). By contrast, the finding that enterprise chatbots and training—when implemented in isolation—are associated with lower reported benefits may reflect either that these initiatives reduce benefits for all users (αb1 < 0), or that negative selection effects outweigh any positive individual-level gains. 6
42	A.1.3 Discussion The preceding section examines the implications of workers self-selecting into chatbot adoption based on their individual benefits. Beyond this margin of selection, at least two additional forms of selection may be at play. First, firms that choose to encourage chatbots may be the ones with the greatest benefits from the tools—even absent any encouragement initiatives—introducing potential reverse causality between employer encouragement and reported benefits. In the framework above, this corresponds to E being positively related to αb0 . Second, employers may target their encouragement toward employees who are expected to benefit the most individually. This would resemble a “rotation” of the cost and benefit schedules in Figure A.1, rather than simple vertical shifts. Section E addresses both of these additional selection margins empirically. First, Section E.4 examines whether employers select into encouragement based on their un- derlying benefits from chatbot use. We show that the effects of encouragement remain robust when controlling for a range of firm- and worker-level characteristics, including firm age, size, and productivity, as well as workers’ detailed task mixes and other attributes. These robustness checks show that the association between employer encouragement and reported benefits is not driven by observable confounders. Second, Section E.5 implements a “coworker encouragement” design, using the average encouragement reported by a worker’s colleagues to measure workplace-wide encourage- ment rates. Because coworker encouragement rates capture only workplace-level variation, this approach helps address potential bias arising from employers targeting encourage- ment toward individual employees with the highest idiosyncratic benefits. As shown in Table E.14 and Figure E.21, the findings remain largely robust when using coworker encouragement as the source of variation. 7
43	A.2 Labor Market Outcomes This section provides a theoretical analysis of how AI chatbots affect labor markets, followed by a discussion of how these effects can be identified empirically. Modeling the labor market impacts of AI chatbots raises several key questions: How do chatbots enter the production process? What explains why some firms and workers adopt them while others do not? Are labor markets competitive, or do firms exercise monopsony power? How do firms compete in product markets? Before committing to a formal framework, Section A.2.1 considers the theoretical implications of each of these issues. Section A.2.2 then introduces a fully-fleshed model of chatbot adoption and labor market outcomes. We embed the Roy adoption model from Section A.1 into a simple equilibrium framework in which heterogeneous firms adopt chatbot initiatives and hire workers to maximize profits, while workers sort across firms and adopt chatbots to maximize utility. Section A.2.4 uses the model to derive predictions for how AI chatbots affect labor market outcomes. Finally, Section A.2.5 applies the model to interpret our difference-in-differences estimates from Section 3. For clarity of exposition, we focus on encouraged use as the employer initiative, reflecting its central role in the empirical analyses in Section 3. A.2.1 Modeling Choices Chatbot technology. A first key question is how chatbots enter the production process: Are they “co-pilots,” contributing to output only when prompted by humans, or closer to “co-workers,” operating autonomously without human involvement?21 More broadly, do AI chatbots complement or substitute for labor? Acemoglu and Restrepo (2018b, 2019) provide a theoretical framework for how new technologies affect labor productivity through three channels: a negative task displacement effect, where chatbots automate tasks previously performed by humans (e.g., automated 21 Ide and Talamas (2025) embed AI in a model of the knowledge economy, showing that whether AI functions as a co-pilot or co-worker has crucial implications for its impact on labor demand and inequality. 8
44	copyediting); a positive task reinstatement effect, where new tasks for humans emerge (e.g., oversight or integration of AI chatbots); and a positive productivity effect, where productivity improvements from AI chatbots enable firms to scale up production, including labor demand—depending on the elasticity of product demand. As they show, the adoption of new technologies (e.g., encouraging chatbot use) increases labor demand only when the combined productivity and reinstatement effects outweigh the displacement effect. Modeling chatbots is further complicated by the fact that adoption is not solely a firm-level decision; it also depends on workers’ choices to use the tools. A key consideration is whether chatbot use augments or displaces workers’ skills. Several experiments suggest that chatbots benefit workers with less prior expertise, helping to close skill gaps within professions (Brynjolfsson, Li and Raymond, 2025; Noy and Zhang, 2023). Following the worker-level adoption model in Section A.1, workers will use chatbots if the productivity benefits exceed the adoption costs. In particular, if the amenity value of chatbot use is sufficiently high, workers may adopt even when doing so reduces their productivity. In sum, the implications of chatbot adoption for labor demand and productivity are theoretically ambiguous at both the firm and worker levels. At the firm level, the outcome depends on whether the productivity and reinstatement effects together outweigh the displacement effect. At the worker level, the productivity impact depends on the amenity value of chatbot use. Firm and worker heterogeneity. Another key question is why some firms and workers adopt chatbots while others do not. Following the frameworks of Mas (2025); Rosen (1986), chatbots can be viewed as a “productive amenity”: firms will encourage chatbot use if the profit gains exceed their costs, while workers will adopt if the productivity benefits outweigh adoption costs (as in Section A.1). Applying the framework of Mas (2025), chatbots may thus induce a resorting of workers who prefer to use them into firms that encourage adoption, provided that encouragement enhances the utility of chatbot use (as found in Section 1.4). In competitive labor markets, Rosen (1986) shows that the wage 9
45	effects of an amenity depend on the tradeoffs at the margin—i.e., the costs and benefits faced by firms and workers who are just indifferent to providing or accepting the amenity. Applied to our context, this implies that the wage effects of chatbot encouragement hinge on the marginal firm and worker. Labor market competition. Who ultimately benefits from the productivity gains of AI chatbots depends crucially on the nature of labor market competition. In competitive labor markets, workers are compensated only for productivity gains not driven by firm- level investments (Acemoglu and Pischke, 1998; Becker, 1964). In this case, worker-level adoption should affect worker wages (Figure 2), whereas firm-level adoption should not. Instead, firm-level adoption should manifest in total employment (Figure 3), as firms move down their product demand curves. An important alternative is the monopsony model of Card et al. (2018), in which firms exert monopsony power because workers have heterogeneous preferences over employers, but firms cannot price discriminate across workers. In this framework, adopters do not experience within-firm wage differentials; instead, any earnings effects from chatbots arise at the firm level through labor demand adjustments. Thus, while within-firm earnings gaps between adopters and non-adopters (Figure 2) should not emerge in this setup, firm-level outcomes such as total wage bills, employment, and average wages should still be affected (Figure 3). Whether firm-level employment effects translate into wages depends on the elasticity of workers’ labor supply across employers—that is, how heterogeneous their firm preferences are. Finally, even in a monopsony setting, adopters should reallocate toward encouraged firms, as shown in Figure 3. A.2.2 Formal Setup This section introduces a formal model of chatbot adoption and labor market outcomes, built on a set of simplifying assumptions for analytical tractability. First, we treat AI chatbots as tools that affect output only when actively deployed by workers. This reflects the current state of chatbot technology—dependent on direct human prompting—while 10
46	abstracting from more autonomous systems. Second, we model workers’ adoption decisions, as modeled in Section A.1, using a Roy framework that allows for heterogeneity in both productivity benefits and adoption costs. We apply a parallel Roy adoption model to firms’ initiatives, assuming that firms encourage chatbot use when expected profit gains exceed encouragement costs. Finally, we assume that product markets are characterized by monopolistic competition and labor markets are perfectly competitive. Modeling employer encouragement as a binary decision, our model falls within the Rosen (1986) framework of amenity provision and equalizing differences. Productivity and earnings. Worker i’s earnings from working at firm j are the product of a firm-specific skill price Wj and the worker’s efficiency units of human capital Hij : Yij (Aij ) = Wj Hij (Aij ). (9) Workers are endowed with a unit of baseline human capital, which may be augmented through chatbot use, Aij ∈ {0, 1}: Hij (Aij ) = exp(Bij Aij ), (10) where Bij captures the productivity benefit of AI chatbots. As in Section A.1, the productivity benefit and adoption cost depends on worker i’s type and firm j’s chatbot initiatives: Bij = αb0 + αb1 Ej + βb × i (11) Cij = αc0 + αc1 Ej + βc × i. (12) Firm production and demand. Firms produce using efficiency units of labor: Z Yj = Hj = Hij di, (13) i∈I(j) 11
47	where I(j) denotes the set of workers employed at firm j. The production function in Equation (13) models AI chatbots as tools that affect output only when actively deployed by workers. While we view this as a realistic representation of current chatbot technology—which depends on direct human prompting—Section A.2.1 examines the implications of a more general technology where chatbots may affect production beyond individual use. Product markets are characterized by monopolistic competition, where atomistic and horizontally differentiated firms hire labor and produce output to maximize profits. Firms face the product demand curves: Yj = Pj−ϵ , (14) where ϵ is the elasticity of demand across firms within the sector. Labor demand. Labor markets are perfectly competitive, so workers are paid according to the marginal revenue product of labor: ∂Pj Yj −1 Wj = = (1 − 1/ϵ)Yj ϵ . (15) ∂Hj Since firms’ production and demand curves are symmetric, and workers derive the same net benefit α̂1 from employer encouragement across employers, two skill prices Wj exist in equilibrium: one at encouraged employers W1 and one at non-encouraged employers W0 . Let j ∈ {0, 1} indicate whether a firm encourages chatbot use. Equilibrium skill prices adjust to equate the supply and demand for human capital across encouraged and non-encouraged employers. These supply and demand forces reflect workers’ sorting and adoption decisions, as well as firms’ encouragement and hiring policies. We characterize equilibrium skill prices in Section A.2.3. Employer encouragement. Employers derive log utility from flow profits and encour- age AI chatbots if the utility from the resulting profit gain exceeds their encouragement 12
48	cost κj : Ej = 1 [κj ≤ log Πj (1) − log Πj (0)] , (16) where Πj (E) denotes firm j’s flow profits under encouragement policy E ∈ {0, 1}. Let Fκ denote the CDF of encouragement costs. Constant returns to scale (Equation (13)) and CES demand (Equation (14)) imply that a firm’s optimal flow profit is a constant fraction 1ϵ of revenues: 1 1 1−1/ϵ Πj = Pj Yj = Yj . (17) ϵ ϵ Combining Equations (15) and (17), the profit gain from encouraging chatbots equals: log Πj (1) − log Πj (0) = (1 − ϵ)(log W1 − log W0 ) (18) Since the profit gain is common across employers, the encouragement policy follows a cut-off rule based on encouragement costs: Ej = 1 [κj ≤ κ] , with κ = (1 − ϵ)(log W1 − log W0 ). (19) Adoption. Workers derive log-utility from labor earnings and adopt AI chatbots if the monetary benefit exceeds the adoption cost Cij . Fixing the worker’s employer, the adoption rule is: Aij = 1 [log Yij (1) − log Yij (0) ≥ Cij ] (20) = 1 [Bij ≥ Cij ] (21) h i = 1 α̂0 + α̂1 Ej + β̂ × i ≥ 0 , (22) where x̂ = xb − xc denotes net benefits, resulting in the adoption rule from Section A.1.2. This implies a strict cutoff rule for adoption: 1 Aij = 1 [i ≤ i∗ (Ej )] , with i∗ (E) = − (α̂0 + α̂1 E). (23) β̂ 13
49	Sorting. Workers not only decide whether to adopt chatbots, but also which firms to sort into. Since all adopters receive the same net benefit from encouragement, α̂1 , workers effectively face a choice between sorting into encouraged firms and adopting AI chatbots, or sorting into non-encouraged firms and not adopting. The condition for sorting into encouraged firms is given by: Ej(i) = 1 [log Yi1 (1) − log Yi0 (0) ≥ Ci1 ] (24) h i = 1 α̂0 + α̂1 + β̂ × i + log W1 − log W0 ≥ 0 . (25) This implies a strict cutoff rule for worker sorting: 1 Ej(i) = 1 [i ≤ i∗ ] , with i∗ = − (α̂0 + α̂1 + log W1 − log W0 ). (26) β̂ A.2.3 Equilibrium An equilibrium is a set of encouragement policies {Ej }j∈J , skill prices {Wj }j∈J , allocation of workers to firms {Ij }j∈J , and adoption decisions {{Aij }i∈Ij }j∈J , such that firms encourage AI chatbots and hire workers to maximize profits (Equations (15) and (16)), workers sort into firms and adopt AI chatbots to maximize utility (Equations (23) and (26)), and labor and product markets clear (Equations (13) and (14)). The initial equilibrium without AI chatbots is simple: because all firms are symmetric, they each employ an equal share of the baseline human capital stock. The following paragraphs characterize the equilibrium when AI chatbots are available. Sorting. Worker sorting across firms when AI chatbots are available is straightforward: Assuming adopters receive higher benefits from encouraged firms (α̂1 ≥ 0), the equilibrium features full segregation, with all adopters in encouraged firms, all non-adopters in non- encouraged firms, or both. We focus on the empirically relevant case in which some, but not all, firms encourage AI chatbot use, and some, but not all, workers adopt. 14
50	Skill prices. Equilibrium skill prices adjust to equalize the supply and demand of human capital across encouraged and non-encouraged employers, which in turn depend on workers’ sorting and adoption decision rules as well as firms’ encouragement and hiring policies. Let κ denote the encouragement cost of the marginal adopting employer. From Equation (19), equilibrium skill price differentials satisfy: κ log W1 − log W0 = . (27) 1−ϵ Thus, the cost of employer encouragement is priced into skill differentials: workers are not rewarded for these costly investments. A simple case arises when all employers face the same encouragement cost, κj = κ for all j. In this case, all firms are marginal to encouraging use, and the share of encouraged employers adjusts to match the relative supply of human capital by adopting workers. For analytical simplicity, the model predictions in Section A.2.4 focus first on the case with homogeneous encouragement costs. Section A.3.2 extends the analysis to the general case with heterogeneous costs. Figure A.2 illustrates the inverse aggregate supply and demand curves for relative human capital at encouraged firms. Panel (a) depicts the case where firms face the same encouragement cost κ, while Panel (b) illustrates the more general case with heterogeneous encouragement costs. 15
51	Figure A.2: Equilibrium Skill Price Differentials (a) Homogeneous Encouragement Costs (κ) (b) Heterogeneous Encouragement Costs (κj ) Relative skill prices at encouraged firms (W1:0 ) Relative skill prices at encouraged firms (W1:0 ) S S H1:0 H1:0 D H1:0 = exp(κ/(1 − ϵ)) D H1:0 Relative human capital at encouraged firms (H1:0 ) Relative human capital at encouraged firms (H1:0 ) Notes: This figure illustrates the labor market equilibrium across encouraged and non-encouraged firms. Equilibrium S = H S /H S and aggregate demand skill price differentials, W1:0 = W1 /W0 , are determined by the aggregate supply H1:0 1 0 D = H D /H D for relative human capital at encouraged vs. non-encouraged firms. H1:0 1 0 A.2.4 Model Predictions In this section, we use the model to derive predictions for how the arrival of AI chatbots affects labor market outcomes, including worker earnings, occupational mobility, and sorting across firms. Worker earnings. Combining Equations (9)–(10) yields the following expression for the log change in earnings of worker i at firm j: d log Yij = d log Wj + Ai Bij (28) | {z } | {z } skill–price effect productivity effect κ = d log W0 + Ej + Ai (αb0 + βb × i) + Ej Ai αb1 , (29) 1−ϵ Equation (29) yields three key predictions about how AI chatbots affect worker earnings. 1. Workers who do not use chatbots experience an earnings loss at encouraged firms: κ log Yi1 (Ai = 0) − log Yi0 (Ai = 0) = − ≤0 (30) ϵ−1 2. Holding encouragement status fixed, adoption increases worker earnings by the 16
