pdf_page_index	text
11	Employment Share Trends by Occupation College Share 1.100 Above Median Below Median 1.075 1.050 Normalized Employment Share 1.03 1.025 1.000 0.98 0.975 0.950 0.925 0.900 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by Occupation College Share 1.15 Above Median Below Median 1.10 Normalized Real Earnings 1.05 1.05 1.01 1.00 0.95 0.90 0.85 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Figure 3: Employment share and real earnings trends for the most exposed quartile of occupations, split by whether the occupation has above medican or below median college share. 11
12	workers, with no notable overall trend in employment shares over the sample period. The bottom panel likewise shows no evident trend in real earnings. These patterns for entry level workers overall might mask trends in occupations more ex- posed to AI. Figure A4 shows the employment share trends for entry level versus experienced workers in the quartile of occupations most exposed to AI according to the GPT-4-based β measure from Eloundou et al. (2024). Figure A5 similarly shows the employment trends for entry level versus experienced workers in computer occupations. Both plots are noisy, primarily because restricting to workers under the age of 26 reduces the sample size. With more time and larger surveys it may become apparent whether trends are sustained. 5 Relationship between Job Postings and Employment The general purpose nature of artificial intelligence has raised concerns of widespread em- ployment declines, with some speculation that these trends are already visible within certain industries such as software development. One piece of evidence taken to suggest employment declines already are in job posting trends from sources such as Indeed. As shown in Figure 5, the number of job postings for software developers has fallen since a peak in early 2022. Three aspects of the data suggest caution in interpreting the job posting trends to signal labor market disruption for software developers caused by AI. 1. The number of job postings has fallen for a range of other occupations as well, including in professions such as nursing with low estimated AI exposure. This suggests that the decline is not specific to software developers. 2. While the decline is steeper for software developers than other professions, the peak in early 2022 is also considerably higher. This could indicate macroeconomic trends in the tech sector that led to a boom and bust in job postings unrelated to AI. 3. The decline in job postings is not matched by a decline in employment in the software development occupation in the CPS, as shown in Figure 2. If anything there is some 12
13	Employment Share Trends by Experience Level 1.15 Experienced Entry Level 1.10 Normalized Employment Share 1.05 1.00 0.95 0.90 0.85 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by Experience Level 1.15 Experienced Entry Level Normalized Real Average Weekly Earnings 1.10 1.05 1.00 0.95 0.90 0.85 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 21 21 21 21 22 22 22 22 23 23 23 23 24 24 24 24 25 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 Quarter Figure 4: Employment share and real earnings trends for entry level versus experienced workers. Entry level workers are defined as workers aged 26 or younger. 13
14	evidence of an increase in employment in software development. These findings suggest that job posting and employment trends need not coincide and may offer different, complementary signals for tracking trends in the job market. Another way to see this is that the trend in Figure 5 occurred across sectors even as the US national unemployment rate and labor force participation rate remained relatively stable. What explains the divergence between job posting trends and employment trends? Grow- ing labor demand would explain employment growth for software developers but not declines in job postings. Growing labor supply would also explain greater employment for software developers but not stable wages, all else equal. Explaining these trends requires a more nuanced story that would be valuable to explore in future work.8 Job Postings by Sector and Unemployment Rate 6.5 2.50 Sector Arts & Entertainment Banking & Finance 2.25 Legal 6.0 Management Nursing 2.00 Software Development Unemployment Rate 5.5 Normalized Job Postings Index Unemployment Rate (%) 1.75 5.0 1.50 4.5 1.25 4.0 1.00 0.75 3.5 2021 2022 2023 2024 2025 Date Figure 5: Job postings trends for software developers and other occupations. Data comes from Indeed. National unemployment rate is from the BLS. 8 Another explanation is that a smaller share of jobs are posted on Indeed, though sites such as Ashby and TrueUp find similar patterns (Bryce Codell, 2023; Lenny Rachitsky, 2025). 14
15	6 Conclusion This paper uses the CPS to provide an empirical snapshot of the US labor market in the initial years since the generative AI revolution. Overall, occupations highly exposed to AI have not experienced employment declines. However, within this group, employment in occupations like software development continues to grow, while it has fallen in like customer service. These trends are correlated with occupational education levels. These results for employment and earnings contrast with trends in job posting data. This divergence serves as a methodological caution for using job postings as a proxy for these other labor market indicators. Further research that provides real-time tracking of employment in AI-exposed occupa- tions using large-scale administrative or survey data would be invaluable for assessing how these new technologies are shaping the labor market. References Abel, J. R. and R. Deitz (2017): “Underemployment in the Early Careers of College Graduates following the Great Recession,” in Education, Skills, and Technical Change: Implications for Future US GDP Growth, University of Chicago Press, 149–181. 4 Acemoglu, D., D. Autor, J. Hazell, and P. Restrepo (2022): “Artificial Intelligence and Jobs: Evidence from Online Vacancies,” Journal of Labor Economics, 40, S293–S340, publisher: The University of Chicago Press. 2, 4 Allen, Mike, J. V. (2025): “Behind the Curtain: Top AI CEO foresees white-collar bloodbath,” . 1, 4.3 Autor, D. H., F. Levy, and R. J. Murnane (2003): “The Skill Content of Recent Technological Change: An Empirical Exploration*,” The Quarterly Journal of Economics, 118, 1279–1333. 1 15
16	Bick, A., A. Blandin, and D. J. Deming (2024): “The Rapid Adoption of Generative AI,” . 4 Bonney, K., C. Breaux, C. Buffington, E. Dinlersoz, L. Foster, N. Gold- schlag, J. Haltiwanger, Z. Kroff, and K. Savage (2024): “The impact of AI on the workforce: Tasks versus jobs?” Economics Letters, 244, 111971. 4 Bryce Codell (2023): “2023 Trends Report | Applications Per Job,” Ashby Blog, accessed: 2025-05-30. 8 Brynjolfsson, E., D. Li, and L. Raymond (2025): “Generative AI at Work*,” The Quarterly Journal of Economics, 140, 889–942. 2, 4.2 Brynjolfsson, E., T. Mitchell, and D. Rock (2018): “What Can Machines Learn, and What Does It Mean for Occupations and the Economy?” AEA Papers and Proceed- ings, 108, 43–47. 2 Chen, W. X., S. Srinivasan, and S. Zakerinia (2025): “Displacement or Complemen- tarity? The Labor Market Impact of Generative AI,” . 4 Dell’Acqua, F., E. McFowland III, E. R. Mollick, H. Lifshitz-Assaf, K. Kel- logg, S. Rajendran, L. Krayer, F. Candelon, and K. R. Lakhani (2023): “Nav- igating the Jagged Technological Frontier: Field Experimental Evidence of the Effects of AI on Knowledge Worker Productivity and Quality,” . 3 Deming, D. J., C. Ong, and L. H. Summers (2025): “Technological Disruption in the Labor Market,” . 5 Dillon, E., S. Jaffe, S. Peng, and A. Cambon (2025): “Early Impacts of M365 Copilot,” Tech. Rep. MSR-TR-2025-18, Microsoft. 2 Eloundou, T., S. Manning, P. Mishkin, and D. Rock (2024): “GPTs are GPTs: 16
17	Labor market impact potential of LLMs,” Science, 384, 1306–1308, publisher: American Association for the Advancement of Science. 1, 2, 3.1, 3.3, 1, 1, 4.3, A1, A2, A3 Felten, E., M. Raj, and R. Seamans (2021): “Occupational, indus- try, and geographic exposure to artificial intelligence: A novel dataset and its potential uses,” Strategic Management Journal, 42, 2195–2217, _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/smj.3286. 2 ——— (2023): “How will Language Modelers like ChatGPT Affect Occupations and Indus- tries?” ArXiv:2303.01157 [econ]. 2 Felten, E. W., M. Raj, and R. Seamans (2018): “A Method to Link Advances in Artificial Intelligence to Occupational Abilities,” AEA Papers and Proceedings, 108, 54– 57. 2 ——— (2019): “The Occupational Impact of Artificial Intelligence: Labor, Skills, and Po- larization,” . 2 Frank, M. R., Y.-Y. Ahn, and E. Moro (2025): “AI exposure predicts unemployment risk: A new approach to technology-driven job loss,” PNAS Nexus, 4, pgaf107. 4 Frey, C. B. and M. A. Osborne (2017): “The future of employment: How susceptible are jobs to computerisation?” Technological Forecasting and Social Change, 114, 254–280. 2 Gmyrek, P., J. Berg, and D. Bescond (2023): “Generative AI and Jobs: A Global Analysis of Potential Effects on Job Quantity and Quality,” . 2 Gmyrek, P., J. Berg, K. Kamiński, F. Konopczyński, A. Ładna, K. Rosłaniec, and M. Troszyński (2025): “Generative AI and jobs: A 2025 update,” . 2 Hampole, M., D. Papanikolaou, L. D. Schmidt, and B. Seegmiller (2025): “Ar- tificial Intelligence and the Labor Market,” . 2, 4 17
18	Hartley, J., F. Jolevski, V. Melo, and B. Moore (2024): “The Labor Market Effects of Generative Artificial Intelligence,” . 4 Hui, X., O. Reshef, and L. Zhou (2023): “The Short-Term Effects of Generative Arti- ficial Intelligence on Employment: Evidence from an Online Labor Market,” . 2 Humlum, A. and E. Vestergaard (2025): “Large Language Models, Small Labor Market Effects,” . 2 Jiang, W., J. Park, R. Xiao, and S. Zhang (2025): “AI and the Extended Workday: Productivity, Contracting Efficiency, and Distribution of Rents,” . 2 Lenny Rachitsky (2025): “State of the product job market in 2025,” Lenny’s Newsletter, accessed: 2025-05-30. 8 Noy, S. and W. Zhang (2023): “Experimental evidence on the productivity effects of generative artificial intelligence,” Science, 381, 187–192, publisher: American Association for the Advancement of Science. 3 Peng, S., E. Kalliamvakou, P. Cihon, and M. Demirer (2023): “The Impact of AI on Developer Productivity: Evidence from GitHub Copilot,” ArXiv:2302.06590 [cs]. 3 Raman, A. (2025): “Opinion | I’m a LinkedIn Executive. I See the Bottom Rung of the Career Ladder Breaking.” The New York Times. 1, 4.3 Thompson, D. (2025): “Something Alarming Is Happening to the Job Market,” Section: Economy. 1, 4.3 Van Dam, A. (2025): “More than a quarter of computer-programming jobs just vanished. What happened?” The Washington Post. 7 Webb, M. (2019): “The Impact of Artificial Intelligence on the Labor Market,” . 2 18
19	Appendix Employment Share Trends by GPT Exposure Quartile 1.100 1.075 1.050 Normalized Employment Share 1.025 Q1 Q2 1.000 Q3 Q4 0.975 0.950 0.925 0.900 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by GPT Exposure Quartile 1.100 1.075 Normalized Real Average Weekly Earnings 1.050 1.025 Q1 Q2 1.000 Q3 Q4 0.975 0.950 0.925 0.900 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 Q1 Q Q Q Q Q Q Q Q Q Q Q Q Q Q Q Q 21 21 21 21 22 22 22 22 23 23 23 23 24 24 24 24 25 20 Quarter Figure A1: Employment share and real earnings trends by AI exposure using the GPT-4- based α measure from Eloundou et al. (2024). 19
20	Employment Share Trends by GPT Exposure Quartile 1.100 1.075 1.050 Normalized Employment Share 1.025 Q1 Q2 1.000 Q3 Q4 0.975 0.950 0.925 0.900 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by GPT Exposure Quartile 1.100 1.075 Normalized Real Average Weekly Earnings 1.050 1.025 Q1 Q2 1.000 Q3 Q4 0.975 0.950 0.925 0.900 Q1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 Q1 Q Q Q Q Q Q Q Q Q Q Q Q Q Q Q 21 21 21 21 22 22 22 22 23 23 23 23 24 24 24 24 25 20 20 Quarter Figure A2: Employment share and real earnings trends by AI exposure using the GPT-4- based γ measure from Eloundou et al. (2024). 20
21	Employment Share Trends by GPT Exposure Quartile 1.100 1.075 1.050 Normalized Employment Share 1.025 Q1 Q2 1.000 Q3 Q4 0.975 0.950 0.925 0.900 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by GPT Exposure Quartile 1.100 1.075 Normalized Real Average Weekly Earnings 1.050 1.025 Q1 Q2 1.000 Q3 Q4 0.975 0.950 0.925 0.900 Q1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 20 1 20 2 20 3 20 4 Q1 Q Q Q Q Q Q Q Q Q Q Q Q Q Q Q 21 21 21 21 22 22 22 22 23 23 23 23 24 24 24 24 25 20 20 Quarter Figure A3: Employment share and real earnings trends by AI exposure using the GPT-4- based automation measure from Eloundou et al. (2024). 21
22	Employment Share Trends by Experience Level Most Exposed Quartile 1.15 Experienced Entry Level 1.10 Normalized Employment Share 1.05 1.00 0.95 0.90 0.85 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by Experience Level Most Exposed Quartile 1.15 Experienced Entry Level Normalized Real Average Weekly Earnings 1.10 1.05 1.00 0.95 0.90 0.85 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 21 21 21 21 22 22 22 22 23 23 23 23 24 24 24 24 25 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 Quarter Figure A4: Employment share and real earnings trends for entry level versus experienced workers, restricted to the most AI-exposed quartile of occupations. Entry level workers are defined as workers aged 26 or younger. 22
23	Employment Share Trends by Experience Level Computer Occupations 1.15 Experienced Entry Level 1.10 Normalized Employment Share 1.05 1.00 0.95 0.90 0.85 -01 -07 -01 -07 -01 -07 -01 -07 -01 21 21 22 22 23 23 24 24 25 20 20 20 20 20 20 20 20 20 Quarter Real Average Weekly Earnings by Experience Level Computer Occupations 1.15 Experienced Entry Level Normalized Real Average Weekly Earnings 1.10 1.05 1.00 0.95 0.90 0.85 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 21 21 21 21 22 22 22 22 23 23 23 23 24 24 24 24 25 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 Quarter Figure A5: Employment share and real earnings trends for entry level versus experienced workers, restricted to the most computer occupations corresponding to Census occupation codes 1005 through 1108. Entry level workers are defined as workers aged 26 or younger. 23
