pdf_page_index	text
11	there may or may not be never-treated units. Below in Section 3.1 we illustrate how the choice of G coincides with a large number of specifications encountered in practice such as the “fully dynamic” specification. We next decompose µg in terms of C ATTe,` when various combinations of the three identifying assumptions fail. For Propositions 1-3, we state the results in terms of the general specification (4). To specialize these results to the “fully dynamic” specification (7), we note the corresponding decomposition would replace bins with g = {`} for each relative period ` included in the specification and g excl would contain all excluded relative periods. The decomposition remains unchanged though the summation over ` ∈ g simplifies since each g is a singleton. For Proposition 4, the decomposition further simplifies for the “fully dynamic” specification as discussed below. Researchers may assume that µg can be interpreted as a convex average of C ATTe,` for periods ` ∈ g from its corresponding set g; they may further assume the underlying weights have policy-relevant interpre- tation, e.g. weights depending on proportions of cohorts. For example, Bailey and Goodman-Bacon (2015) interpret them as “intention-to-treat effects” of the treatment in a given relative year. However, our results show that µg may not represent the parameter of interest without strong assumptions such as treatment ef- fect homogeneity. Section 3.6 provides intuition for these negative results, and demonstrate the weights are actually non-linear functions of proportions of cohorts. Section 3.7 illustrates how treatment effects heterogeneity invalidates the pretrends test for a simple three-period setting. 3.1 Common specifications Common specifications can be broadly categorized as either “static” or “dynamic”. Static specifications estimate a single treatment effect that is time invariant. In contrast, dynamic specifications allow for non- parametric changes in the treatment effects over time. Within dynamic specifications, researchers also need to address issues of multi-collinearity, and may bin or trim distant relative periods. All of these choices can be written as instances of (4) with the correct specification of G, meaning that our results are applicable for a wide range of specifications employed in the empirical literature. ` B 1{t − E = `} to be an indicator for unit i To clarify how to specify G in regression (4), we define Di,t i ` =0 being ` periods away from initial treatment at calendar time t. For never-treated units Ei = ∞, we set Di,t 11
12	for all ` and all t. We can represent the relative period bin indicator as ` Õ Õ 1{t − Ei ∈ g} = 1{t − Ei = `} = Di,t . (5) ` ∈g ` ∈g Static specification. For a “static” specification G contains a single element equal to g = [0,T]. The indicator 1{t − Ei ∈ g} is equivalent to an indicator for whether unit i has received its initial treatment by t: 1{Ei ≤ t}. The “static” specification thus takes the following form ` Õ Yi,t = αi + λt + µg Di,t + υi,t (6) ` ≥0 and the corresponding set of excluded relative periods is g excl = [−T, −1]. Dynamic specification. “Dynamic” specifications encompass any specifications of G where G contains more than one element, thus treatment effects are allowed to vary over time non-parametrically. In its most flexible form, a “fully dynamic” specification takes the following form −2 L ` ` Õ Õ Yi,t = αi + λt + µ` Di,t + µ` Di,t + υi,t (7) `=−K l=0 and the corresponding set of excluded relative periods is g excl = {−T, . . ., −K − 1, −1, L + 1, . . .,T }. Excluding some relative periods from the “fully dynamic” specification is necessary to avoid multi- ` , or with the unit and time fixed effects. For collinearity, either among the relative period indicators Di,t example, when there are no never-treated units i.e. ∞ < supp(Ei ) but with a panel balanced in calendar time, we need to exclude at least two relative period indicators in G. These collinearities are discussed by Borusyak and Jaravel (2017): one multi-collinearity comes from the relative period indicators summing to Í ` = 1, and the other multi-collinearity comes from the linear relationship one for every unit ` ∈[−T,T ] Di,t between two-way fixed effects and the relative period indicators, namely t − Ei = `. Excluding relative periods close to the initial treatment is common in practice. Normalizing relative to the period prior to treatment is the most common - six out of the eight papers we survey do so, as reflected −1 . The remaining two papers exclude D0 . in the above specification where we drop Di,t i,t Excluding distant relative periods is however less common (only one of the eight papers we survey does so). Instead researchers “bin” or “trim” distant relative periods. For “binning”, researchers bin distant 12
13	relative periods into [−T, −K) and (L,T] and estimate a “binned” specification −2 L ` ` ` ` Õ Õ Õ Õ Yi,t = αi + λt + β · Di,t + µ` Di,t + µ` Di,t +γ· Di,t + υi,t (8) `<−K `=−K l=0 `>L without excluding any distant relative periods so that g excl = {−1}. For “trimming”, researchers trim their panel to be balanced in relative periods. Neither “binning” nor “trimming” resolves the issues of contamination discussed below (i.e. the pos- sibility that treatment effects from other periods affect the estimate for a given µg ). We show the contam- ination issue for the general specification (4) encompasses both practices. For a given coefficient in the dynamic specification, “trimming” does however mechanically remove any treatment effects from the rela- tive periods “trimmed” from the specification. For the static specification put forth in Borusyak and Jaravel (2017), they noted that “trimming” also does not resolve the contamination issue they identified with the static specification. 3.2 Interpreting the coefficients under no assumptions First we show that without any assumptions, we can write µg as a linear combination of differences in trends. Proposition 1. The population regression coefficient on relative period bin g is a linear combination of differences in trends from its own relative period ` ∈ g, from relative periods ` ∈ g 0 belonging to other bins g 0 , g but included in the specification, and from relative periods excluded from the specification ` ∈ g excl : ÕÕ   g µg = ωe,` E[Yi,e+` −Yi,0 ∞ |Ei = e] − E[Yi,e+` ∞ ∞ −Yi,0 ] (9) ` ∈g e Õ ÕÕ   g + ωe,` E[Yi,e+` −Yi,0 ∞ |Ei = e] − E[Yi,e+` ∞ ∞ −Yi,0 ] (10) g0 ,g,g0 ∈ G ` ∈g0 e Õ Õ   g + ωe,` E[Yi,e+` −Yi,0 ∞ |Ei = e] − E[Yi,e+` ∞ ∞ −Yi,0 ] . (11) ` ∈g e x cl e g g We use the superscript g to associate the weight ωe,` with the coefficient µg . The weight ωe,` is equal to ` ·1 the population regression coefficient on 1{t − Ei ∈ g} from regressing Di,t {Ei = e} on all bin indicators {1{t − Ei ∈ g}}g ∈ G included in the specification (4) and two-way fixed effects. The above proposition is a direct result of regression mechanics. We provide an intuitive derivation for 13
14	the closed-form expressions for the weights using the classical “omitted variables bias formula” in Section 3.6. We defer the formal derivation to the Appendix. Here we mention the following four properties of the g weights ωe,` . • For relative periods of µg ’s own bin i.e. ` ∈ g, their associated weights as displayed in (9) sum to one Í Í g ` ∈g e ωe,` = 1. • For relative periods belonging to some other bin included in (4) i.e. ` ∈ g 0 for g 0 , g and g 0 ∈ G, their Í g associated weights as displayed in (10) sum to zero ` ∈g0 e ωe,` = 0 for each bin g 0. Í • For relative periods not included in G, their associated weights as displayed in (11) sum to negative Í g one ` ∈g e x cl e ωe,` = −1. Í g • If there are never-treated units i.e. ∞ ∈ supp(Ei ), we have ω∞,` = 0 for all g and `. g We can easily estimate the weights ωe,` for any given specification of G using the following auxiliary regression: ` Õ g Di,t · 1 {Ei = e} = αi + λt + ωe,` 1{t − Ei ∈ g} + υi,t (12) g∈G ` ·1 which regresses Di,t {Ei = e} on all bin indicators included in regression (4) and two-way fixed effects. All of the above properties can be extended to a case where covariates are added to regression (4) by partialling out the covariates before proceeding. In other words, the terms in parentheses in (9), (10) and (11) would be replaced by terms for which the covariates are partialled out. The weights can be estimated by controlling for covariates in regression (12) the same way as they are controlled for in the original regression. However, covariates complicate the interpretations of µg in terms of C ATTe,` as we describe below in Proposition 2-4. Depending on how covariates are controlled for in regression (4), we may need an additional assumption that the counterfactual trends are linear in the time-varying covariates Xi,t . We leave a full investigation of the introduction of covariates for future work. 3.3 Interpreting the coefficients under parallel trends assumption only Proposition 2. Under Assumption 1 (parallel trends) only, the population regression coefficient on the indicator for relative period bin g is a linear combination of C ATTe,` ∈g as well as C ATTe,`0 from other 14
15	relative periods ` 0 < g, with the same weights stated in Proposition 1: ÕÕ Õ ÕÕ Õ Õ g g g µg = ωe,` C ATTe,` + ωe,`0 C ATTe,`0 + ωe,`0 C ATTe,`0 . (13) ` ∈g e g0 ,g,g0 ∈ G ` 0 ∈g0 e ` 0 ∈g e x cl e Under Assumption 1, the terms in Proposition 1 reduce to a linear combination of the causally inter- pretable building blocks C ATTe,` as follows: ∞ E[Yi,e+` −Yi,0 ∞ |Ei ] − E[Yi,e+` ∞ −Yi,0 ] = C ATTe,` + E[Yi,t ∞ ∞ −Yi,0 ∞ |Ei ] − E[Yi,t ∞ −Yi,0 ] (14) | {z } =0 for t = e + `. However, two issues for interpretability remain. First, the coefficient µg can be written as an average of not only C ATTe,` from own periods ` ∈ g, but also C ATTe,`0 from other periods. Second, the weights are still non-linear functions of the distribution of cohorts, same as those in (12), and they are not restricted to lie in [0, 1]. The properties of these weights as described following Proposition 1 imply that contamination from other periods wanes once we impose restrictions on treatment effects. In the next two subsections we illustrate how that can happen. 3.4 Interpreting the coefficients under parallel trends and no anticipation assumptions Proposition 3. If Assumption 1 (parallel trends) holds and Assumption 2 (no anticipatory behavior in all periods before the initial treatment) holds, the population regression coefficient µg is a linear combination of post-treatment C ATTe,`0 for all ` 0 ≥ 0, with the same weights stated in Proposition 1: Õ Õ Õ Õ Õ Õ Õ g g g µg = ωe,` C ATTe,` + ωe,`0 C ATTe,`0 + ωe,`0 C ATTe,`0 . (15) ` 0 ∈g,` 0 >0 e g0 ,g,g0 ∈ G ` 0 ∈g0,` 0 >0 e ` 0 ∈g e x cl ,` 0 >0 e Once we restrict pre-treatment C ATTe,` ≤0 to be zero under the no anticipatory behavior assumption, the expression for µg simplifies as terms involving C ATTe,` ≤0 drop out. However, the second term in the expression for µg remains unless we further impose treatment effect homogeneity for its summands to cancel out each other. Thus, µg may be non-zero for pre-treatment periods even if parallel trends holds. This result immediately implies a shortcoming of using pre-treatment coefficients (i.e. µg where g con- tains only leads to the treatment ` < 0) to test for pretrends. Under the no anticipatory behavior assumption, 15
16	cohort-specific treatment effects prior to treatment are all zero: C ATTe,` = 0 for all ` < 0. Therefore, any linear combination of these C ATTe,` is also zero. However, µg is a function of post-treatment C ATTe,`0 ≥0 as well, even when g only contains elements with ` < 0. We revisit this implication in greater depth in Section 3.7. Callaway and Sant’Anna (2020a) provides alternative tests for pretrends that do not suffer from this drawback. 3.4.1 Sources of treatment effect heterogeneity Since treatment effects heterogeneity violates Assumption 3 and can alter how we interpret µg , it is im- portant to think through when different cohorts likely experience different paths of treatment effect. Such heterogeneity could arise for many reasons. For example, cohorts may differ in their covariates, which af- fect how they respond to treatment. We will explore a concrete example in our application: if treatment effects differ with age, and there is variation in age across units first treated at different times, we will have heterogeneous effects (see Section 5 for details). After controlling for covariates, cohorts may still vary in their responses to the treatment if units select their initial treatment timing based on treatment effects. This source of heterogeneity is still compatible with our parallel trends assumption, which only rules out selection in the initial treatment timing based on the evolution of the baseline outcome. In addition to these two sources of heterogeneity, treatment effects may vary across cohorts due to calendar time-varying effects (e.g. macroeconomic conditions could govern the effects on labor market outcomes across cohorts). 3.5 Interpreting the coefficients under parallel trends and treatment effect homogeneity Proposition 4. If Assumption 1 (parallel trends) holds and Assumption 3 (treatment effect homogeneity) holds, then C ATTe,` = ATT` is constant across e for a given `, and the population regression coefficient µg is equal to a linear combination of ATT` ∈g , as well as ATT`0<g from other relative periods: Õ Õ Õ Õ g g g µg = ω` ATT` + ω`0 ATT`0 + ω`0 ATT`0 (16) ` ∈g g0 ,g ` 0 ∈g0 ` 0 ∈g e x cl 16
17	g g g The weight ω` = e ωe,` sums over the weights ωe,` from Proposition 1, and is equal to the population Í regression coefficient from the following auxiliary regression: ` Õ g Di,t = αi + λt + ωe,` 1{t − Ei ∈ g} + υi,t (17) g∈G ` on all bin indicators included in regression (4) and two-way fixed effects. which regresses Di,t We note that even under treatment effect homogeneity µ` can still be contaminated by treatment effects from the excluded periods. This contamination, however, can be avoided by adjusting the specification to only exclude periods with zero treatment effect. For specifications with relative time bins, we note that there can still be contamination from other bins as suggested by the second term of expression (16). A sufficient condition to avoid such contamination would g be to group relative periods ` 0 into a bin only when their effects are the same since their weights ω`0 would sum to zero. For the “fully dynamic” specification (7) where all g’s are singletons of relative time periods, the weight ω``0 is zero for each relative period ` 0 , ` that is included in the specification. The decomposition therefore simplifies to Õ g µ` = ATT` + ω`0 ATT`0 . (18) ` 0 ∈g e x cl 3.6 Intuition for contamination Proposition 3 demonstrates that even under the assumptions of parallel trends and no anticipation, estimates µg can still be contaminated by treatment effects from other periods. In this section we explain the intuition behind why this contamination occurs for the “fully dynamic” specification (7). A decomposition of µ` into a weighted average of C ATTe,`0 demonstrates that contamination is driven by the interaction of two elements: the weights and C ATTe,`0 . The weights underlying the contamination are non-linear functions of the distribution of the cohorts. We do not attempt to provide a heuristic for determining the magnitude of the weights, but instead describe how to estimate the weights and later on in Section 4 how to estimate each C ATTe,` . This allows researchers to directly determine the degree of contamination in their application. Our publicly-available Stata package eventstudyweights automates the estimation of these weights using the panel dataset underlying any given specification of (1). 17
18	We apply the familiar omitted variable bias (OVB) formula to arrive at our decomposition. In an event study where individuals receive the treatment at different times, the panel can never be balanced in both calendar time and time relative to the initial treatment. As a result, the relative time indicators are still correlated even after controlling for unit and time fixed effects in a two-way fixed effects regression. We use the saturated regression and the OVB formula to illustrate how this correlation leads to contamination. We defer its formal derivation to Appendix B. Under the parallel trends assumption only, the saturated regression is Õ Õ Yi,t = ∞ E[Yi,0 | Ei = e] · 1{Ei = e} + ∞ E[Yi,s ∞ −Yi,0 ] · 1{t = s} e s   `0 Õ Õ + C ATTe,`0 · Di,t · 1 {Ei = e} ` 0 ∈g i ncl e ∈I` 0  0  ` Õ Õ + C ATTe,`0 · Di,t · 1 {Ei = e} + i,t (19) ` 0 ∈g e x cl e ∈I` 0 where the regressors are cohort fixed effects, time fixed effects, and cohort-specific relative time indicators. Furthermore, let g incl collect the relative time included in (7). The coefficient associated with the cohort- ` ·1 specific relative time indicator Di,t {Ei = e} is the cohort-specific average treatment effects C ATTe,` . To decompose the coefficient µ` from (7) in terms of this saturated regression (19), the OVB formula multiplies ` , the coefficients in the saturated regression (19), C ATTe,`0 , with the regression coefficients from (12), ωe,` 0 which leads to the following decomposition for µ` as a linear combination of C ATTe,`0 : ` Õ µ` = ωe,` 0 C ATTe,` 0 . (20) e,` 0 ` Since ωe,` 0 is equal to a regression coefficient from (12), we can write it as ` ωe,` 0 = (σe, · ) ∆e+` 0 A` . | −1 (21) Below we briefly comment on each of the three elements in the above expression to highlight how they depend on the distribution of the cohorts. We defer their detailed definitions and derivations to Appendix A.1. 18
19	• σe, · is a vector of the covariance between cohort e and the other cohorts, namely Cov (1{Ei = e}, 1{Ei = e 0 }). This term thus scales quadratically in the share of cohort e, and is small for small cohorts. • ∆t is a matrix of demeaned relative time indicators. The entry that corresponds to cohort e 0 and ` is E[D` | E = e 0 ] − 1 1 0 ∈ I relative time indicator Di,t i,t i T +1 {e ` }. When T is large, i.e. the panel is long, the second term is small and this entry is therefore approximately equal to the relative time indicator. ` for A the covariance matrix • A`−1 is the row of A−1 that corresponds to the relative time indicator Di,t of demeaned relative time indicators. Specifically, the entry in A that corresponds to the covariance ` and D` is between demeaned Di,t 0 i,t Õ  ` `0  1 Cov Di,t , Di,t − Cov (1 {Ei ∈ I` }, 1 {Ei ∈ I`0 }) . (22) t T +1 ` and D` are negatively correlated because no cohorts can be in these two Within any time period Di,t 0 i,t relative times at the same time. The second covariance term is in general also non-zero because being in one cohort predicts (not) being in another cohort. Therefore A is in general not a diagonal matrix and A−1 would depend on the distribution of the cohorts non-linearly. The three elements of (21) demonstrate the weights are non-linear functions of the distribution of the co- horts, and they are in general non-zero. Nonetheless these weights can be estimated easily by the auxiliary regression (12). 3.7 Invalidity of pretrend tests based on pre-period coefficients. Contamination undermines the practice of testing for pretrends using pre-period coefficients. Proposition 3 implies that when effects are not homogenous across cohorts, it is problematic to interpret non-zero estimates for µg as evidence for pretrends, where the set g contains some leads ` < 0. Proposition 4 implies that even with homogeneous treatment effect, if the effects associated with the excluded periods are not zero, then contamination may still occur. Therefore without strong assumptions, pre-period coefficients should not be used to test for pretrends because contamination can lead to estimates that are non-zero in the absence of pretrends or zero in the presence of pre-trends. Testing for pretrends using pre-period coefficients is commonly used in practice. As an example, He and Wang (2017) mention “the estimated coefficients of the leads of treatments, i.e. δk for all k ≤ −2 19
20	are statistically indifferent from zero” as evidence for lack of pretrends. As another example, Chetty et al. (2014) assert “there is no trend toward higher individual pension contributions prior to year 0 ... as one would expect if individuals’ tastes for saving were changing around the job switch” based on pre-period coefficient estimates. These tests are only appropriate when the authors are willing to make strong assumptions. To provide further intuition for why this test is not meaningful without additional assumptions we walk through a simple example of the fully dynamic specification. Consider a balanced panel with T = 2 and cohorts Ei ∈ {1, 2}. There are at least two multi-colinearities from including all four relative time indicators. To form the fully dynamic specification we include g incl = {−2, 0} and exclude g excl = {−1, 1}: ` Õ Yi,t = αi + λt + µ` Di,t + υi,t . (23) ` ∈ {−2,0} The choice of g excl is based on the common practice of normalizing relative to the −1 period and distant lags. When there are no never treated units, we can express the pre-trend coefficient µ−2 in terms of C ATTs: 1 1 1 1 µ−2 =C ATT2,−2 + C ATT1,0 − C ATT2,0 + C ATT1,1 − C ATT1,−1 − C ATT2,−1 (24) | {z } | 2 2 2 2 {z } | {z } own period ` 0 ∈g i ncl ,` 0 ,−2 ` 0 ∈g e x cl It is apparent the weights maintain the structure described in Proposition 1. Without any anticipation effect, the effects C ATTe,`<0 are zero and thus we expect µ−2 to be zero regardless of the cohort shares. With homogeneous treatment effect, cohorts 1 and 2 experience the same treatment effect at relative time 0 so that C ATT1,0 and C ATT2,0 cancel. But even with homogeneous treatment effect, the last term reflects the role of excluded periods as C ATT1,−1 , C ATT2,−1 and C ATT1,1 receive non-zero weights. If there is any lagged effect and C ATT1,1 is non-zero, the coefficient µ−2 would be non-zero even without any anticipation effect. Note such behavior is independent of the distribution of the two cohorts. We can further introduce never treated units to our example to demonstrate how the weight ωe,` −2 can 0 be non-linear in the distribution of cohorts while maintaining the structure described in Proposition 1. In Figure 1 we plot the weights ωe,` −2 as we vary the distribution of cohorts. Specifically, we vary the total share 0 of treated cohorts (shown on the x-axis), holding the shares of cohort 1 and 2 equal to each other and setting the remaining to be the share of never treated units. For any distribution of cohorts, we have ω2,−2 −2 = 1 (not pictured). Panel (a) shows the weights for the included period ` 0 = 0 while panel (b) shows the weights for 20
21	the excluded periods ` 0 = −1 or 1. The example shown in Figure 1 provides a visualization of three takeaways regarding the contamination in the pre-trend coefficient µ−2 . First, both panels show that weights are a non-linear function of cohort shares. Second, panel (a) confirms the structure for weights associated with ` 0 , ` but ` 0 ∈ g incl as described in Proposition 1, namely e ωe,` 0 = 0 for ` , −2. However, these weights have non-zero magnitude. When Í −2 0 the effect is homogenous across cohorts, the contaminations are equal to e ωe,` Í −2 0 ATT` 0 and cancel each other out. In contrast, when effects are heterogeneous the different C ATTe,`0 will not necessarily cancel and will contaminate the estimate for µ−2 . Third, panel (b) confirms the structure for weights associated with excluded periods as described in Proposition 1, namely e ωe,` 0 ∈g e x cl = −1. In other words, contaminations Í −2 from excluded periods can be thought of as a type of “normalization”: a weighted average of excluded C ATTe,`0 is subtracted off the estimated treatment effect. However because these weights are not contained in [0, −1], this average may lie outside of the convex hull of C ATTe,`0 for excluded periods. The latter issue can be alleviated by an assumption that C ATTe,`0 are the same in all excluded periods; we can fully avoid contamination from excluded period treatment effects by assuming all associated C ATTe,`0 are equal to zero. 4 Alternative estimation method We propose a new estimation method that is robust to treatment effects heterogeneity. The goal of our method is to estimate a weighted average of C ATTe,` for ` ∈ g with reasonable weights, namely weights that sum to one and are non-negative. In particular, we focus on the following weighted average of C ATTe,` , where the weights are shares of cohorts that experience at least ` periods relative to treatment, normalized by the size of g: 1 ÕÕ νg = C ATTe,` Pr {Ei = e | Ei ∈ [−`,T − `]}. (25) |g| ` ∈g e One can aggregate C ATTe,` to form other parameters of interest, such as those proposed by Callaway and Sant’Anna (2020a). We focus on the above aggregation νg since our goal is to improve the non-convex and non-zero weighting in µg . The weights in νg are guaranteed to be convex and have an interpretation as the νg improves upon the representative shares corresponding to each C ATTe,` . Thus, our alternative estimator b µg by estimating an interpretable weighted average of C ATTe,` ∈g . two-way fixed effects estimator b Our method proceeds by replacing each component in νg with its consistent estimator. We first estimate 21
22	each C ATTe,` using an interacted two-way fixed effects regression, then estimate the weight Pr {Ei = e | Ei ∈ [−`,T − `]} using their sample analogs. In the final step, we average over the cohort-specific estimates associated with relative period `. This method has a similar flavor as the method proposed by Gibbons et al. (2019). They first use an interacted model to estimate the treatment effect for each fixed effect group; the resulting group-specific estimates are averaged to provide the ATE. Their method improves fixed effects regressions in a cross-sectional setting, and our method builds on theirs by improving two-way fixed effects regressions in a panel setting. We therefore follow their terminology in calling our alternative estimator an “interaction-weighted” estimator. 4.1 Interaction-weighted estimator We describe the estimation procedure in three steps (with more detailed definitions stated in Definition 4 of Online Appendix B). Step 1. We estimate C ATTe,` using a linear two-way fixed effects specification that interacts relative period indicators with cohort indicators, excluding indicators for cohorts from some set C: ` ÕÕ Yi,t = αi + λt + δe,` (1{Ei = e} · Di,t ) + i,t . (26) e<C `,−1 The exact specification depends on the cohort shares for a given application. If there is a never-treated cohort, i.e. ∞ ∈ supp{Ei }, then we may set C = {∞} and estimate regression (26) on all observations. If there are no never-treated units, i.e. ∞ < supp{Ei }, then we may set C = {max{Ei }}, i.e. the latest-treated cohort and estimate regression (26) on observations from t = 0, . . ., max{Ei } − 1. Lastly, if there is a cohort that is always treated, i.e. 0 ∈ supp{Ei }, then we need to exclude this cohort from estimation. δe,` from regression (26) is a DID estimator for C ATTe,` with particular The coefficient estimator b choices of pre-periods and control cohorts. As DID is likely a familiar estimator for applied researchers, we separate the more in-depth discussion of its definition, choices of pre-periods, and choices of control cohorts in Section 4.2. Step 2. We estimate the weights Pr {Ei = e | Ei ∈ [−`,T − `]} by sample shares of each cohort in the relevant period(s) ` ∈ g. Step 3. To form our IW estimator, we take a weighted average of estimates for C ATTe,` from Step 1 22
23	with weight estimates from step 2. More formally, the IW estimator is 1 ÕÕb c νg = b δe,` Pr {Ei = e | Ei ∈ [−`,T − `]} (27) |g| ` ∈g e δe,` is returned from step 1 and Pr where b c {Ei = e | Ei ∈ [−`,T − `]} is the estimated weight returned from step 2. We normalize the weights further by the size of g. If g is a singleton, then its size is |g| = 1. Validity of the IW estimator. Under the parallel trends and no anticipation assumptions the coefficient δe,` from regression (26) is a consistent estimator for C ATTe,` . The sample shares of each cohort estimator b are also consistent estimators for the population shares. Thus, the IW estimator is consistent for a weighted average of C ATTe,` with weights equal to the share of each cohort in the relevant period(s). With a few standard assumptions (which we present as Assumption 4 in Online Appendix B) on regres- sion (26), we can show that each IW estimator is asymptotically normal and derive its asymptotic variance. The large sample approximation allows us to estimate the variance of IW estimators directly without relying on bootstrapping as in Callaway and Sant’Anna (2020a). However, we only construct pointwise confi- νg . The bootstrap-based inference by Callaway and Sant’Anna dence interval valid for a given IW estimator b νg . (2020a) constructs simultaneous confidence intervals that are valid for the entire path of b 4.2 Difference-in-differences estimator for C ATTe,` i=1 1{Ei = e} > 0. Assume there exists some pre-period ÍN Definition 2. Assume cohort e is non-empty i.e. s < e and some set of control cohorts C ⊆ {c : e + ` < c ≤ T } that are non-empty i.e. i=1 1{Ei ∈ C} > 0. ÍN ÍN Using the notion E N to abbreviate the symbol N1 i=1 , the DID estimator with pre-period s and control cohorts C estimates C ATTe,` as E N [ Yi,e+` −Yi,s · 1 {Ei = e}] E N [ Yi,e+` −Yi,s · 1 {Ei ∈ C}]   δ̂e,` = − . (28) E N [1 {Ei = e}] E N [1 {Ei ∈ C}] The assumption of non-empty cohort e, existence of pre-period and non-empty control cohorts makes the DID estimator well-defined. For example, DID estimators for cohort 0 are not well-defined because a pre-period does not exist for this cohort, which is why we exclude them from estimating regression (26) in Step 1. Using the above definition, in regression (26) from Step 1 of our proposed method, the coefficient 23
24	δe,` is a DID estimator for C ATTe,` with pre-period s = e − 1 (because we exclude relative period estimator b ` = −1) and some choice of control cohorts C. If there is a never-treated cohort i.e. ∞ ∈ supp{Ei }, then we set the control cohort to be never-treated units C = {∞}. If there are no never-treated units, i.e. ∞ < supp{Ei }, then we set the control cohort C = {max{Ei }}, i.e. the latest-treated cohort. Among all possible pre-periods, for regression (26) from step 1 of our proposed method we choose s = e − 1 and C = {∞} with never-treated units (or {max{Ei }} without never-treated units) because the resulting specification is a natural extension of the common specifications of two-way fixed effects regression. Note that without never-treated units we need to drop time periods t ≥ max{Ei } from estimating re- gression (26) because every unit will be treated in these periods. The DID estimators for C ATTe,` for e + ` ≥ max{Ei } are thus not well-defined as the control cohort is empty C = ∅. For example, when there are just two cohorts with Ei ∈ {1,T }, one treated at t = 1 and the other treated in the last period, we then need to omit interaction terms involving the latest-treated cohorts as well as dropping observations from the last period t = T from estimation. δe,` is an unbiased and consistent estimator for C ATTe,` , Under some assumptions, this DID estimator b a fact that we build on in deriving the probability limit of the IW estimator. We state this in the following proposition. Proposition 5. If Assumptions 1 and 2 hold, then the DID estimator using any pre-period s < e and non- empty control cohorts C is an unbiased and consistent estimator for C ATTe,` . It is possible to relax the parallel trends assumption to allow the timing of treatment to depend on co- variates. One can estimate C ATTe,` consistently based on the inverse propensity score reweighted estimator proposed by Abadie (2005) and Callaway and Sant’Anna (2020a), the outcome regression approach by Heckman et al. (1997), and the doubly robust estimator recently proposed by Sant’Anna and Zhao (2020). The resulting estimates δ̂e,l can then be plugged into step 3 to form our IW estimator. In particular, without covariates and for the case with never treated units, our approach coincides with Callaway and Sant’Anna (2020a). Therefore one can use the did R package developed by Callaway and Sant’Anna (2020b) to form the IW estimator. The choice of the pre-period s and the control cohorts C depends on the trade-off between relaxing As- sumption 1 or Assumption 2. If Assumption 2 is likely to hold, we can choose any pre-period s < e and in- clude not-yet-treated units in control cohorts C = {c : c > e + `} as in Callaway and Sant’Anna (2020a). This 24
25	∞ −Y ∞ |E = e] = E[Y ∞ −Y ∞ |E > choice allows us to relax the parallel trends assumption to be just E[Yi,e+` i,0 i i,e+` i,0 i e + `]. If instead we want to relax Assumption 2 to allow some anticipation, we then need the parallel trends assumption to hold. For example, suppose we are only willing to assume away anticipation 2 periods before a unit is treated, we may still be able to recover several C ATTe,` by appropriately selecting a pre-period and a smaller set of control cohorts. We may choose any s < e − 2 for the pre-period, and for control cohorts, we may choose cohorts treated only after at least 2 periods from now C ⊆ {c : e + ` + 2 < c ≤ T }, or choose the latest-treated cohort C = {max{Ei }} as specified in regression (26). 5 Empirical Illustration We illustrate our findings in the setting of Dobkin et al. (2018). Dobkin et al. (2018) study the economic consequences of hospitalization, which is a large source of economic risk for adults in the United States. To quantify these economic risks, in the first part of their analysis, Dobkin et al. (2018) leverage variation in the timing of hospitalization observed in the publicly-available dataset, Health and Retirement Study (HRS), which we describe in more detail in Section 5.1. Their estimation of the dynamic effects of hospitalization using two-way fixed effects regressions provides a good context for demonstrating our results. As we argue below in Section 5.2, parallel trends and no anticipation assumptions are plausible in this setting. However, the effect of hospitalization is potentially heterogenous across individuals hospitalized in different years. Our findings of non-convex and non-zero weighting would therefore apply to their two-way fixed effects regression estimates, and our alternative estimator could lead to different estimates. Furthermore, this dataset is publicly available, which allows us to provide replication files. 5.1 Data Our sample selection closely follows Dobkin et al. (2018) but we include a cursory explanation here for com- pleteness with an emphasis on how our final sample differs from their main analysis sample. Our primary source of data is the biennial Health and Retirement Study (HRS). We identify the sample of individuals who appear in two sequential waves of surveys and newly report having a hospital admission over the last two years (the “index” or initial admission) at the second survey. To focus on health “shocks”, we restrict attention to non-pregnancy-related hospital admissions as in Dobkin et al. (2018). We also follow Dobkin et al. (2018) by focusing on adults who are hospitalized at ages 50-59. 25
