row_id	claim_id	occurrence_id	citation_key	work	claim_type	affirmation_pt	source_excerpt	section	paragraph	reconciliation_status	prior_row_id	current_source_sha256	source_path	queue_status	claim_row_sha256	bibliography_entry_sha256	source_type	worker_prompt_path	worker_prompt_sha256	worker_task_name
ROW-CUR-0011	CLM-CUR-008	CIT-CUR-004	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	DIRECT	Posições de entrada em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	references/pdfs/hosseini_maasoum_generative_2025.pdf	COMPLETED	d4d294780cab70a16bafa00022cef9538f9629ee87736374fcc60d21f76b5877	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	source_build/prompts/ROW-CUR-0011.md	e1ccb897d3b1baea1378d31cb5d4b1a01650fdf739d617e639ae43146e89e536	current_claim_row_0011
ROW-CUR-0012	CLM-CUR-008	CIT-CUR-005	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	DIRECT	Posições de entrada em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	references/pdfs/klein_teeselink_generative_2025.pdf	COMPLETED	c364ea3c367973f1099c1939cc9b0cc3f1c017b04ef48de15db6cd6c743bda06	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	PDF	source_build/prompts/ROW-CUR-0012.md	33175d712bfb7e015f3320ab97c588bffedb654f4d493ec441b07b2621f445b0	current_claim_row_0012
ROW-CUR-0013	CLM-CUR-009	CIT-CUR-003	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Trabalhadores em início de carreira em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	references/pdfs/brynjolfsson_canaries_2025.pdf	COMPLETED	b90596814d7906c8aee22e75f967d0f38e1f968d73f0fafac69de8ca83e88e60	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	PDF	source_build/prompts/ROW-CUR-0013.md	84f735c061ba55a13b61e960145e267411c1002ae5f660a7836f45bb34e940e1	current_claim_row_0013
ROW-CUR-0014	CLM-CUR-009	CIT-CUR-004	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	DIRECT	Trabalhadores em início de carreira em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	references/pdfs/hosseini_maasoum_generative_2025.pdf	COMPLETED	cab549428abc2bb3536adfd22d29f000b7a57c240b4a9c5b841021109dc5c80e	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	source_build/prompts/ROW-CUR-0014.md	66a35f1443c64dd107ecb7923ea4f3489382d6542248f6f50b4da619a57f08d8	current_claim_row_0014
ROW-CUR-0015	CLM-CUR-009	CIT-CUR-005	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	DIRECT	Trabalhadores em início de carreira em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	references/pdfs/klein_teeselink_generative_2025.pdf	COMPLETED	3e57ddb910f89b8fa1ea31a8fe902f52d3084f993d4b256e14f989228670e3d8	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	PDF	source_build/prompts/ROW-CUR-0015.md	eed9f225bae18a7e7fa43699b3570a5e5f7fa929eaf942f35531c9be85d470bf	current_claim_row_0015
ROW-CUR-0016	CLM-CUR-010	CIT-CUR-003	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	O ajuste documentado por esses estudos concentra-se no emprego, e não na remuneração.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	references/pdfs/brynjolfsson_canaries_2025.pdf	COMPLETED	54771f3fc6557ac838c65ac5c2acd198101c53a4d09fe8d2b415e8c0c5c3387c	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	PDF	source_build/prompts/ROW-CUR-0016.md	26b57708566f5d5036c84494b6a3aac72a1fc0f52ea8f056f1986ada0a16f3fd	current_claim_row_0016
ROW-CUR-0017	CLM-CUR-010	CIT-CUR-004	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	DIRECT	O ajuste documentado por esses estudos concentra-se no emprego, e não na remuneração.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	references/pdfs/hosseini_maasoum_generative_2025.pdf	COMPLETED	4154d5b69fd6108128b8652f107611b2b60bb5a67aafff0a77d47a341611725d	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	source_build/prompts/ROW-CUR-0017.md	81ae6d2cf1ee2398faec18931f5cd1286196ee6a1de2a801681e0c0d3fa1ed2d	current_claim_row_0017
ROW-CUR-0018	CLM-CUR-010	CIT-CUR-005	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	DIRECT	O ajuste documentado por esses estudos concentra-se no emprego, e não na remuneração.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	AUDITED_NEW		869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	references/pdfs/klein_teeselink_generative_2025.pdf	COMPLETED	b49466d9ef152acde3c472488e644bb04ac530ed0f4894bbe5ab54ed517c9a1f	c8dc95135c86541604076c3cc742a055e10d0c192d95a90d20fce638125a0c8a	PDF	source_build/prompts/ROW-CUR-0018.md	5ad548079d20df104426e8cb6c30e52dae405622295b85185950b42db5438f0d	current_claim_row_0018
ROW-CUR-0019	CLM-CUR-011	CIT-CUR-003	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	REAUDITED_TEXT_AND_SOURCE_CHANGED	ROW-0022	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	references/pdfs/brynjolfsson_canaries_2025.pdf	COMPLETED	c01e93291ec444d3cc8bc0cf25c817565d6f11157c6cd9b42782b7bb3a9afaec	59bd1b60a5853e3dd8fb7dd6c946a2fc42f158798f1feaf8d13f72266bb7c7c2	PDF	source_build/prompts/ROW-CUR-0019.md	f1eb5e7a98ccd38d71f6986308f3ce695de26ce38a3522fe7842c7e1f7eb43b0	current_claim_row_0019
ROW-CUR-0020	CLM-CUR-011	CIT-CUR-004	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	1 Introdução	2	REAUDITED_TEXT_CHANGED	ROW-0023	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	references/pdfs/hosseini_maasoum_generative_2025.pdf	COMPLETED	4e8cf40fe2ed8e47b0b5abdc5d4a0736ac22a326f4aaafd12d17887b7eb8da75	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	source_build/prompts/ROW-CUR-0020.md	6bb64f24b25e55a8b6b9eca786301fc4c5b656c2f962ad26bcd5dc18699eb739	current_claim_row_0020
