claim_id	occurrence_id	section	paragraph	citation_key	work	claim_type	affirmation_pt	source_excerpt	fact_checked	pages	row_id
CLM-CUR-008	CIT-CUR-004	1 Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	DIRECT	Posições de entrada em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0011
CLM-CUR-008	CIT-CUR-005	1 Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	DIRECT	Posições de entrada em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0012
CLM-CUR-009	CIT-CUR-003	1 Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Trabalhadores em início de carreira em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0013
CLM-CUR-009	CIT-CUR-004	1 Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	DIRECT	Trabalhadores em início de carreira em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0014
CLM-CUR-009	CIT-CUR-005	1 Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	DIRECT	Trabalhadores em início de carreira em ocupações expostas à IA enfrentam menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0015
CLM-CUR-010	CIT-CUR-003	1 Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	O ajuste documentado por esses estudos concentra-se no emprego, e não na remuneração.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0016
CLM-CUR-010	CIT-CUR-004	1 Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	DIRECT	O ajuste documentado por esses estudos concentra-se no emprego, e não na remuneração.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0017
CLM-CUR-010	CIT-CUR-005	1 Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	DIRECT	O ajuste documentado por esses estudos concentra-se no emprego, e não na remuneração.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0018
CLM-CUR-011	CIT-CUR-003	1 Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0019
CLM-CUR-011	CIT-CUR-004	1 Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0020
CLM-CUR-011	CIT-CUR-005	1 Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-CUR-0021
CLM-CUR-012	CIT-CUR-006	1 Introdução	5	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index é o único entre os principais índices de exposição estruturado em torno da ISCO-08.	A peça que conecta as duas etapas é o índice de exposição. Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e combina validação humana de tarefas com classificação assistida por LLMs. Aplicá-lo ao Brasil, no entanto, exigiu uma etapa de tradução: construí um crosswalk entre as classificações ocupacionais brasileiras (a COD, usada na PNAD, e a CBO, usada no CAGED) e a ISCO-08.			ROW-CUR-0022
CLM-CUR-013	CIT-CUR-006	1 Introdução	5	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 é a classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras.	A peça que conecta as duas etapas é o índice de exposição. Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e combina validação humana de tarefas com classificação assistida por LLMs. Aplicá-lo ao Brasil, no entanto, exigiu uma etapa de tradução: construí um crosswalk entre as classificações ocupacionais brasileiras (a COD, usada na PNAD, e a CBO, usada no CAGED) e a ISCO-08.			ROW-CUR-0023
CLM-CUR-014	CIT-CUR-006	1 Introdução	5	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A construção do ILO Global Index combina validação humana de tarefas com classificação assistida por modelos de linguagem.	A peça que conecta as duas etapas é o índice de exposição. Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e combina validação humana de tarefas com classificação assistida por LLMs. Aplicá-lo ao Brasil, no entanto, exigiu uma etapa de tradução: construí um crosswalk entre as classificações ocupacionais brasileiras (a COD, usada na PNAD, e a CBO, usada no CAGED) e a ISCO-08.			ROW-CUR-0024
CLM-CUR-015	CIT-CUR-006	1 Introdução	5	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	Aplicar o ILO Global Index ao Brasil exigiu construir um crosswalk entre COD, CBO e ISCO-08.	A peça que conecta as duas etapas é o índice de exposição. Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e combina validação humana de tarefas com classificação assistida por LLMs. Aplicá-lo ao Brasil, no entanto, exigiu uma etapa de tradução: construí um crosswalk entre as classificações ocupacionais brasileiras (a COD, usada na PNAD, e a CBO, usada no CAGED) e a ISCO-08.			ROW-CUR-0025
CLM-CUR-016	CIT-CUR-007	1 Introdução	8	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Brynjolfsson, Chandar e Chen (2025) fornecem a abordagem de referência para um desenho de diferenças em diferenças aplicado à difusão da IA.	Na etapa empírica, segui a abordagem de Brynjolfsson, Chandar e Chen (2025), com um desenho de diferenças em diferenças aplicado ao CAGED, tomando o lançamento do ChatGPT como marco temporal e o índice da OIT como base para separar os grupos ocupacionais.			ROW-CUR-0026
CLM-CUR-017	CIT-CUR-007	1 Introdução	8	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	A abordagem de Brynjolfsson, Chandar e Chen (2025) fundamenta o uso do lançamento do ChatGPT como marco temporal empírico.	Na etapa empírica, segui a abordagem de Brynjolfsson, Chandar e Chen (2025), com um desenho de diferenças em diferenças aplicado ao CAGED, tomando o lançamento do ChatGPT como marco temporal e o índice da OIT como base para separar os grupos ocupacionais.			ROW-CUR-0027
CLM-CUR-018	CIT-CUR-008	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	1	autor_skill_2003	The skill content of recent technological change: An empirical exploration	DIRECT	O trabalho de Autor, Levy e Murnane (2003) é seminal para a abordagem baseada em tarefas.	A mensuração da exposição se apoia em uma escolha conceitual bem estabelecida na economia do trabalho: a abordagem baseada em tarefas. Seu ponto de partida é o trabalho seminal de Autor, Levy e Murnane (2003), segundo o qual um emprego é, na prática, um conjunto de tarefas. Essa abordagem muda nossa perspectiva de maneira objetiva: novas tecnologias não impactam ocupações inteiras de forma homogênea, elas impactam as tarefas que constituem essas ocupações.			ROW-CUR-0028
CLM-CUR-019	CIT-CUR-008	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	1	autor_skill_2003	The skill content of recent technological change: An empirical exploration	DIRECT	Segundo Autor, Levy e Murnane (2003), um emprego é, na prática, um conjunto de tarefas.	A mensuração da exposição se apoia em uma escolha conceitual bem estabelecida na economia do trabalho: a abordagem baseada em tarefas. Seu ponto de partida é o trabalho seminal de Autor, Levy e Murnane (2003), segundo o qual um emprego é, na prática, um conjunto de tarefas. Essa abordagem muda nossa perspectiva de maneira objetiva: novas tecnologias não impactam ocupações inteiras de forma homogênea, elas impactam as tarefas que constituem essas ocupações.			ROW-CUR-0029
CLM-CUR-020	CIT-CUR-008	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	1	autor_skill_2003	The skill content of recent technological change: An empirical exploration	AUTHOR_INFERENCE	A abordagem baseada em tarefas implica que novas tecnologias afetam as tarefas que compõem as ocupações, e não ocupações inteiras de maneira homogênea.	A mensuração da exposição se apoia em uma escolha conceitual bem estabelecida na economia do trabalho: a abordagem baseada em tarefas. Seu ponto de partida é o trabalho seminal de Autor, Levy e Murnane (2003), segundo o qual um emprego é, na prática, um conjunto de tarefas. Essa abordagem muda nossa perspectiva de maneira objetiva: novas tecnologias não impactam ocupações inteiras de forma homogênea, elas impactam as tarefas que constituem essas ocupações.			ROW-CUR-0030
CLM-CUR-021	CIT-CUR-009	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	2	agarwal_combining_2023	Combining human expertise with artificial intelligence: Experimental evidence from radiology	DIRECT	Diagnósticos produzidos por IA foram iguais ou tão precisos quanto os de dois terços dos médicos dos Estados Unidos.	Um experimento com radiologistas ilustra bem esse ponto. Diagnósticos feitos por IA foram iguais ou tão precisos quanto os de dois terços dos médicos americanos (Agarwal et al., 2023). Mas o diagnóstico é apenas uma das muitas tarefas da profissão, que também envolve coordenação de equipe, comunicação com outros médicos e interação com pacientes. Os avanços da tecnologia não tornam o radiologista substituível justamente porque automatizam uma parte do trabalho, não o trabalho todo. Enxergar ocupações como conjuntos de tarefas permite uma leitura mais realista do que pode acontecer com cada profissão e com o mercado de trabalho.			ROW-CUR-0031
CLM-CUR-022	CIT-CUR-009	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	2	agarwal_combining_2023	Combining human expertise with artificial intelligence: Experimental evidence from radiology	AUTHOR_INFERENCE	O diagnóstico é apenas uma das tarefas do radiologista, cuja profissão também envolve coordenação de equipe, comunicação com outros médicos e interação com pacientes.	Um experimento com radiologistas ilustra bem esse ponto. Diagnósticos feitos por IA foram iguais ou tão precisos quanto os de dois terços dos médicos americanos (Agarwal et al., 2023). Mas o diagnóstico é apenas uma das muitas tarefas da profissão, que também envolve coordenação de equipe, comunicação com outros médicos e interação com pacientes. Os avanços da tecnologia não tornam o radiologista substituível justamente porque automatizam uma parte do trabalho, não o trabalho todo. Enxergar ocupações como conjuntos de tarefas permite uma leitura mais realista do que pode acontecer com cada profissão e com o mercado de trabalho.			ROW-CUR-0032
CLM-CUR-023	CIT-CUR-009	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	2	agarwal_combining_2023	Combining human expertise with artificial intelligence: Experimental evidence from radiology	AUTHOR_INFERENCE	Automatizar a tarefa de diagnóstico não torna o radiologista inteiramente substituível, porque automatiza apenas uma parte do trabalho.	Um experimento com radiologistas ilustra bem esse ponto. Diagnósticos feitos por IA foram iguais ou tão precisos quanto os de dois terços dos médicos americanos (Agarwal et al., 2023). Mas o diagnóstico é apenas uma das muitas tarefas da profissão, que também envolve coordenação de equipe, comunicação com outros médicos e interação com pacientes. Os avanços da tecnologia não tornam o radiologista substituível justamente porque automatizam uma parte do trabalho, não o trabalho todo. Enxergar ocupações como conjuntos de tarefas permite uma leitura mais realista do que pode acontecer com cada profissão e com o mercado de trabalho.			ROW-CUR-0033
CLM-CUR-024	CIT-CUR-010	2.3 Índices de exposição à IA na literatura	3	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O GPT Exposure foi desenvolvido pela OpenAI e pela Universidade da Pensilvânia.	O GPT Exposure (Eloundou et al., 2023), desenvolvido por OpenAI e Universidade da Pensilvânia, é o trabalho de referência do campo. Estruturado na O*NET/SOC americana, foi o primeiro a usar a própria IA para avaliar tarefas, validando a abordagem contra anotadores humanos (concordância de 80,8% e 82,1% em duas das três medidas, e de 65,6% na terceira). Sua classificação era essencialmente categórica: perguntava se a IA reduziria em pelo menos 50% o tempo de uma tarefa, mantendo a mesma qualidade.			ROW-CUR-0034
CLM-CUR-025	CIT-CUR-010	2.3 Índices de exposição à IA na literatura	3	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O GPT Exposure é apresentado como o trabalho de referência do campo de índices de exposição à IA.	O GPT Exposure (Eloundou et al., 2023), desenvolvido por OpenAI e Universidade da Pensilvânia, é o trabalho de referência do campo. Estruturado na O*NET/SOC americana, foi o primeiro a usar a própria IA para avaliar tarefas, validando a abordagem contra anotadores humanos (concordância de 80,8% e 82,1% em duas das três medidas, e de 65,6% na terceira). Sua classificação era essencialmente categórica: perguntava se a IA reduziria em pelo menos 50% o tempo de uma tarefa, mantendo a mesma qualidade.			ROW-CUR-0035
