claim_id	occurrence_id	section	paragraph	citation_key	work	claim_type	affirmation_pt	source_excerpt	fact_checked	pages	row_id	queue_status	claim_row_sha256	bibliography_entry_sha256	source_type	source_path	source_sha256	worker_prompt_path	worker_prompt_sha256
CLM-008	CIT-004	Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from u.s. Résumé and job posting data	DIRECT	Recém-formados em ocupações expostas à IA estão recebendo salários menores.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0011	COMPLETED	cd86fca06a35fd6b21d8da8a0ef1e65df382bdfedb5d51729c52fecddd4ae59a	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	source_build/prompts/ROW-0011.md	e4fc0065d4ebbba48946eec2e30b0a92fbc665b8a59e9f3aba840d0bbde148bc
CLM-008	CIT-005	Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the united kingdom	DIRECT	Recém-formados em ocupações expostas à IA estão recebendo salários menores.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0012	COMPLETED	071ea2f1e43faa49787ca756ec14adb629cff7c0b08230439e0cc9e1f1a0e498	2fcfbdc92fa5b403a79c7ad8335985dd1e4e98118cb3fffff353dad1dae486eb	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	source_build/prompts/ROW-0012.md	673bbb95f65fdae1532886c155fd9f1236aa4ba2ea49a43f7cd623363071d779
CLM-009	CIT-003	Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Trabalhadores jovens em ocupações expostas à IA estão recebendo salários menores.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0013	COMPLETED	c431f80c93fcb99a7b0e69a32b5f7aeb003edf71ae57fb614c3c66f51e648d0e	6bfdd348a983da27398ec207223b461fe1ea440d9aa9363b26b69cc9052168f0	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	source_build/prompts/ROW-0013.md	479dd91cddcfbaf51427fce222743a07976885bf0e18461023dedb2d893a3bdd
CLM-009	CIT-004	Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from u.s. Résumé and job posting data	DIRECT	Trabalhadores jovens em ocupações expostas à IA estão recebendo salários menores.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0014	COMPLETED	cd78bc05378b26b257e7afa792e0ecaf34f93e70b2c106190271c7660536cd2d	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	source_build/prompts/ROW-0014.md	0e4debfa17eeb117229d5ac1aa8887fdfaf68de065a277640a79b55af106310d
CLM-009	CIT-005	Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the united kingdom	DIRECT	Trabalhadores jovens em ocupações expostas à IA estão recebendo salários menores.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0015	COMPLETED	3a42b9e0045a77a9ba97ec4fc3cb9ae042ab09973d8c0137a035165e4cfddfee	2fcfbdc92fa5b403a79c7ad8335985dd1e4e98118cb3fffff353dad1dae486eb	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	source_build/prompts/ROW-0015.md	614103d4bfad7ff4b90e53696690fc9dae5dad1b88cafb113488b2e575c907d0
CLM-010	CIT-003	Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Recém-formados em ocupações expostas à IA estão enfrentando menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0016	COMPLETED	3b144b26d5da75ef22ce4afe0f811a5932e1ecbee2d35cc15be0d7106a5fb65c	6bfdd348a983da27398ec207223b461fe1ea440d9aa9363b26b69cc9052168f0	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	source_build/prompts/ROW-0016.md	3b11ea241aba3004e7fd3eeda65cc5937bf91a53ca3ea310f228420095731451
CLM-010	CIT-004	Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from u.s. Résumé and job posting data	DIRECT	Recém-formados em ocupações expostas à IA estão enfrentando menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0017	COMPLETED	7faeb7478b9ee46c26842f2630f26fe8bf556fd4a4940baeee3ad03da9acdbb9	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	source_build/prompts/ROW-0017.md	f10c65101f34a71d0ecbe88edb57c26e6556ad81d68cccb3629f4213a09b6bdd
CLM-010	CIT-005	Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the united kingdom	DIRECT	Recém-formados em ocupações expostas à IA estão enfrentando menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0018	COMPLETED	fabdf16f83e3c681bf683a948b775362e8e6132ed4ae0a7c60fa7e200a66f043	2fcfbdc92fa5b403a79c7ad8335985dd1e4e98118cb3fffff353dad1dae486eb	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	source_build/prompts/ROW-0018.md	2fc61a89355269465f1e7c615d827e6acc24ea8d70b60dcfd7d176a8ac16779e
CLM-011	CIT-003	Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Trabalhadores jovens em ocupações expostas à IA estão enfrentando menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0019	COMPLETED	7788d63f9abb0ac83c8e6566d1113e7c735850a6e5e172426954fa2692ccd51e	6bfdd348a983da27398ec207223b461fe1ea440d9aa9363b26b69cc9052168f0	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	source_build/prompts/ROW-0019.md	83028d14a57d259c34279c70d096a4ebe195050a1242814a738ec3b3863bd75d
CLM-011	CIT-004	Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from u.s. Résumé and job posting data	DIRECT	Trabalhadores jovens em ocupações expostas à IA estão enfrentando menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0020	COMPLETED	d3209ad17b0638fe93996483eaa7d7cde87ff4ddf78041013b98957b031a3078	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	source_build/prompts/ROW-0020.md	d51d744f0a7f287c8c50dffe847aa7ff0e419bc73f16faf201add22d669af976
CLM-011	CIT-005	Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the united kingdom	DIRECT	Trabalhadores jovens em ocupações expostas à IA estão enfrentando menor oferta de trabalho.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025).			ROW-0021	COMPLETED	de544645c6ba1a83a2bf7f046cfb83923b2fda859b13688c23ab1beb8dacbe82	2fcfbdc92fa5b403a79c7ad8335985dd1e4e98118cb3fffff353dad1dae486eb	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	source_build/prompts/ROW-0021.md	a2d525ae4c6b03409f1792b82ba1ffe8dabbe872686cae065638172effbb2236
CLM-012	CIT-003	Introdução	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-0022	COMPLETED	ae0dd14734286fb547821ba250092d5cd0c7ab02085e510f0e5622cfa0161eba	6bfdd348a983da27398ec207223b461fe1ea440d9aa9363b26b69cc9052168f0	PDF	references/pdfs/brynjolfsson_canaries_2025.pdf	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	source_build/prompts/ROW-0022.md	5997a374257e6f72472af0460fb2f6ce8b0c7aa18456510a7ce834571496685f
CLM-012	CIT-004	Introdução	2	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from u.s. Résumé and job posting data	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-0023	COMPLETED	5fe0b685cc26388fa43434e973c92af3e53713e80cd12d9075bf259f0c9f2e48	e447a02cb42e49209aca1b6ef7aa4f25012161bca13403561e1721d6a10d1dc1	PDF	references/pdfs/hosseini_maasoum_generative_2025.pdf	31acdd45ede51eed44b58cf43c555c9f318cc8b0c3889d177efac291490286e7	source_build/prompts/ROW-0023.md	bc8c9cbef8fdaee3f12d461ef643162458278bf532f86804949d93d2231f708e
CLM-012	CIT-005	Introdução	2	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the united kingdom	AUTHOR_INFERENCE	A evidência representada por esses estudos foi produzida quase inteiramente em economias de alta renda.	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com recém-formados e trabalhadores jovens em ocupações expostas recebendo salários menores e enfrentando menor oferta de trabalho (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.			ROW-0024	COMPLETED	406c7a8e36333af5f7ddda4935798d89f187387568fcfb5440fee7f24176ba66	2fcfbdc92fa5b403a79c7ad8335985dd1e4e98118cb3fffff353dad1dae486eb	PDF	references/pdfs/klein_teeselink_generative_2025.pdf	869c82402a2aa0636723ff72109b970bc2e6579c08ea43240207054818c93d09	source_build/prompts/ROW-0024.md	2a0b4d549eace0c1aa56588661f59b474d65814d9f0a8505825abaf360ef040b
CLM-013	CIT-006	Introdução	5	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index é o único entre os principais índices de exposição estruturado em torno da ISCO-08.	Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e é o de construção metodologicamente mais robusta, por combinar validação humana de tarefas com classificação assistida por LLMs.			ROW-0025	COMPLETED	2e7a3fc54143f1f65d455c167549b3bc0296f7f1eb9aa28b050b748112c2e66d	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0025.md	1b7af15cad6d1ef6dfc377e1567109887de9649942b6d443f3bde869ca2038a2
CLM-014	CIT-006	Introdução	5	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 é a classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras.	Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e é o de construção metodologicamente mais robusta, por combinar validação humana de tarefas com classificação assistida por LLMs.			ROW-0026	COMPLETED	de48399f7ca4d018009ef77ff47e88169522305e337f4a82f21934212cd1f572	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0026.md	2bf1e568345974f98db0cf5e21ed1dac29c2e860a017a8a1c1aa5f90bb5151e5
