claim_id	occurrence_id	section	paragraph	citation_key	work	claim_type	affirmation_pt	source_excerpt	fact_checked	pages	row_id
CLM-REV-033	CIT-REV-010	2.3 Índices de exposição à IA na literatura	3	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O estudo do GPT Exposure compara anotações humanas com classificações produzidas pelo GPT-4.	O **GPT Exposure**, de [Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[ (2023)](https://doi.org/10.48550/arXiv.2303.10130), foi desenvolvido por pesquisadores da OpenAI e da Universidade da Pensilvânia com base na O\*NET/SOC dos Estados Unidos. O estudo compara anotações humanas e classificações produzidas pelo GPT-4, com concordância de 80,8% e 82,1% em duas das três medidas e de 65,6% na terceira. No nível da tarefa, aplica uma taxonomia discreta baseada na possibilidade de reduzir em pelo menos 50% o tempo necessário, mantendo a qualidade; na agregação ocupacional, combina essas categorias em medidas graduadas de exposição.			ROW-REV-0041
CLM-REV-034	CIT-REV-010	2.3 Índices de exposição à IA na literatura	3	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	A concordância entre as anotações humanas e as classificações do GPT-4 foi de 80,8% e 82,1% em duas das três medidas.	O **GPT Exposure**, de [Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[ (2023)](https://doi.org/10.48550/arXiv.2303.10130), foi desenvolvido por pesquisadores da OpenAI e da Universidade da Pensilvânia com base na O\*NET/SOC dos Estados Unidos. O estudo compara anotações humanas e classificações produzidas pelo GPT-4, com concordância de 80,8% e 82,1% em duas das três medidas e de 65,6% na terceira. No nível da tarefa, aplica uma taxonomia discreta baseada na possibilidade de reduzir em pelo menos 50% o tempo necessário, mantendo a qualidade; na agregação ocupacional, combina essas categorias em medidas graduadas de exposição.			ROW-REV-0042
CLM-REV-035	CIT-REV-010	2.3 Índices de exposição à IA na literatura	3	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	A concordância entre as anotações humanas e as classificações do GPT-4 foi de 65,6% na terceira medida.	O **GPT Exposure**, de [Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[ (2023)](https://doi.org/10.48550/arXiv.2303.10130), foi desenvolvido por pesquisadores da OpenAI e da Universidade da Pensilvânia com base na O\*NET/SOC dos Estados Unidos. O estudo compara anotações humanas e classificações produzidas pelo GPT-4, com concordância de 80,8% e 82,1% em duas das três medidas e de 65,6% na terceira. No nível da tarefa, aplica uma taxonomia discreta baseada na possibilidade de reduzir em pelo menos 50% o tempo necessário, mantendo a qualidade; na agregação ocupacional, combina essas categorias em medidas graduadas de exposição.			ROW-REV-0043
CLM-REV-036	CIT-REV-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE apoia-se na O*NET.	O **GENOE**, de [Benítez e Parrado (2024)](https://doi.org/10.18235/0013125), também se apoia na O\*NET, mas altera o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, informa o nome da ocupação e o vetor completo de tarefas. Essa avaliação holística permite que o modelo considere implicitamente diferenças de contexto, inclusive aspectos éticos e sociais, ao comparar ocupações.			ROW-REV-0044
CLM-REV-037	CIT-REV-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	No GENOE, o prompt informa ao modelo o nome da ocupação e o vetor completo de tarefas, em vez de solicitar a avaliação de tarefas isoladas.	O **GENOE**, de [Benítez e Parrado (2024)](https://doi.org/10.18235/0013125), também se apoia na O\*NET, mas altera o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, informa o nome da ocupação e o vetor completo de tarefas. Essa avaliação holística permite que o modelo considere implicitamente diferenças de contexto, inclusive aspectos éticos e sociais, ao comparar ocupações.			ROW-REV-0045
CLM-REV-038	CIT-REV-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	A avaliação holística do GENOE permite que o modelo considere implicitamente diferenças de contexto, inclusive aspectos éticos e sociais, ao comparar ocupações.	O **GENOE**, de [Benítez e Parrado (2024)](https://doi.org/10.18235/0013125), também se apoia na O\*NET, mas altera o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, informa o nome da ocupação e o vetor completo de tarefas. Essa avaliação holística permite que o modelo considere implicitamente diferenças de contexto, inclusive aspectos éticos e sociais, ao comparar ocupações.			ROW-REV-0046
CLM-REV-039	CIT-REV-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic Economic Index report: Economic primitives	DIRECT	O Anthropic Economic Index parte de conversas reais de usuários com os modelos Claude.	O **Anthropic Economic Index**, de [Appel ](https://www.anthropic.com/research/economic-index-primitives)[*et al.*](https://www.anthropic.com/research/economic-index-primitives)[ (2026)](https://www.anthropic.com/research/economic-index-primitives), parte de conversas reais de usuários com os modelos Claude. Além dos padrões de colaboração classificados como automação ou ampliação das capacidades humanas, o relatório introduz cinco dimensões econômicas, entre elas a *autonomia, *o grau em que o usuário delega decisões à máquina, e a *taxa de sucesso* da tarefa.			ROW-REV-0047
CLM-REV-040	CIT-REV-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic Economic Index report: Economic primitives	DIRECT	O Anthropic Economic Index classifica padrões de colaboração como automação ou ampliação das capacidades humanas.	O **Anthropic Economic Index**, de [Appel ](https://www.anthropic.com/research/economic-index-primitives)[*et al.*](https://www.anthropic.com/research/economic-index-primitives)[ (2026)](https://www.anthropic.com/research/economic-index-primitives), parte de conversas reais de usuários com os modelos Claude. Além dos padrões de colaboração classificados como automação ou ampliação das capacidades humanas, o relatório introduz cinco dimensões econômicas, entre elas a *autonomia, *o grau em que o usuário delega decisões à máquina, e a *taxa de sucesso* da tarefa.			ROW-REV-0048
CLM-REV-041	CIT-REV-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic Economic Index report: Economic primitives	DIRECT	O relatório do Anthropic Economic Index introduz cinco dimensões econômicas.	O **Anthropic Economic Index**, de [Appel ](https://www.anthropic.com/research/economic-index-primitives)[*et al.*](https://www.anthropic.com/research/economic-index-primitives)[ (2026)](https://www.anthropic.com/research/economic-index-primitives), parte de conversas reais de usuários com os modelos Claude. Além dos padrões de colaboração classificados como automação ou ampliação das capacidades humanas, o relatório introduz cinco dimensões econômicas, entre elas a *autonomia, *o grau em que o usuário delega decisões à máquina, e a *taxa de sucesso* da tarefa.			ROW-REV-0049
CLM-REV-042	CIT-REV-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic Economic Index report: Economic primitives	DIRECT	A autonomia é uma das dimensões econômicas do Anthropic Economic Index e corresponde ao grau em que o usuário delega decisões à máquina.	O **Anthropic Economic Index**, de [Appel ](https://www.anthropic.com/research/economic-index-primitives)[*et al.*](https://www.anthropic.com/research/economic-index-primitives)[ (2026)](https://www.anthropic.com/research/economic-index-primitives), parte de conversas reais de usuários com os modelos Claude. Além dos padrões de colaboração classificados como automação ou ampliação das capacidades humanas, o relatório introduz cinco dimensões econômicas, entre elas a *autonomia, *o grau em que o usuário delega decisões à máquina, e a *taxa de sucesso* da tarefa.			ROW-REV-0050
CLM-REV-043	CIT-REV-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic Economic Index report: Economic primitives	DIRECT	A taxa de sucesso da tarefa é uma das dimensões econômicas do Anthropic Economic Index.	O **Anthropic Economic Index**, de [Appel ](https://www.anthropic.com/research/economic-index-primitives)[*et al.*](https://www.anthropic.com/research/economic-index-primitives)[ (2026)](https://www.anthropic.com/research/economic-index-primitives), parte de conversas reais de usuários com os modelos Claude. Além dos padrões de colaboração classificados como automação ou ampliação das capacidades humanas, o relatório introduz cinco dimensões econômicas, entre elas a *autonomia, *o grau em que o usuário delega decisões à máquina, e a *taxa de sucesso* da tarefa.			ROW-REV-0051
CLM-REV-044	CIT-REV-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index é estruturado na ISCO-08, a Classificação Internacional Uniforme de Ocupações.	O **ILO Global Index**, de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387), é estruturado na **ISCO-08**, a Classificação Internacional Uniforme de Ocupações. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas ([Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[, 2025, p. 37–38, 44](https://doi.org/10.54394/HETP0387)).			ROW-REV-0052
CLM-REV-045	CIT-REV-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A classificação do ILO Global Index combina validação humana e LLMs em três camadas.	O **ILO Global Index**, de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387), é estruturado na **ISCO-08**, a Classificação Internacional Uniforme de Ocupações. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas ([Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[, 2025, p. 37–38, 44](https://doi.org/10.54394/HETP0387)).			ROW-REV-0053
CLM-REV-046	CIT-REV-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	Na classificação do ILO Global Index, 1.640 trabalhadores avaliaram tarefas de sua própria área.	O **ILO Global Index**, de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387), é estruturado na **ISCO-08**, a Classificação Internacional Uniforme de Ocupações. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas ([Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[, 2025, p. 37–38, 44](https://doi.org/10.54394/HETP0387)).			ROW-REV-0054
CLM-REV-047	CIT-REV-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	Na classificação do ILO Global Index, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação.	O **ILO Global Index**, de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387), é estruturado na **ISCO-08**, a Classificação Internacional Uniforme de Ocupações. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas ([Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[, 2025, p. 37–38, 44](https://doi.org/10.54394/HETP0387)).			ROW-REV-0055
CLM-REV-048	CIT-REV-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	Na classificação do ILO Global Index, os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.	O **ILO Global Index**, de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387), é estruturado na **ISCO-08**, a Classificação Internacional Uniforme de Ocupações. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas ([Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[, 2025, p. 37–38, 44](https://doi.org/10.54394/HETP0387)).			ROW-REV-0056
CLM-REV-049	CIT-REV-014	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index não prevê quais profissões serão preservadas ou extintas.	O **ILO Global Index**, de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387), é estruturado na **ISCO-08**, a Classificação Internacional Uniforme de Ocupações. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas ([Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[, 2025, p. 37–38, 44](https://doi.org/10.54394/HETP0387)).			ROW-REV-0057
CLM-REV-050	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O GPT Exposure usa a O*NET/SOC dos Estados Unidos.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0058
CLM-REV-051	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	No GPT Exposure, um LLM avalia as tarefas uma a uma.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0059
CLM-REV-052	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	As avaliações do LLM no GPT Exposure são validadas contra avaliações humanas.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0060
CLM-REV-053	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O GPT Exposure adota um critério categórico de redução de 50% do tempo.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0061
CLM-REV-054	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O GPT Exposure possui uma taxonomia explícita por tarefa.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0062
CLM-REV-055	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	O GPT Exposure compara anotações humanas com anotações do GPT-4.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0063
CLM-REV-056	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	A classificação por tarefa do GPT Exposure é discreta.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0064
CLM-REV-057	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	A taxonomia americana do GPT Exposure exige um crosswalk adicional.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0065
CLM-REV-058	CIT-REV-015	2.3 Índices de exposição à IA na literatura	table-row-near-44	eloundou_gpts_2023	GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models	DIRECT	A dissertação usa o GPT Exposure como referência conceitual.	<tr> <td>GPT Exposure ([Eloundou ](https://doi.org/10.48550/arXiv.2303.10130)[*et al.*](https://doi.org/10.48550/arXiv.2303.10130)[, 2023](https://doi.org/10.48550/arXiv.2303.10130))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo)</td> <td>Taxonomia explícita por tarefa e comparação entre anotações humanas e do GPT-4</td> <td>A classificação por tarefa é discreta; a taxonomia americana exige *crosswalk* adicional</td> <td>Referência conceitual</td> </tr>			ROW-REV-0066
CLM-REV-059	CIT-REV-016	2.3 Índices de exposição à IA na literatura	table-row-near-52	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE usa a O*NET/SOC dos Estados Unidos.	<tr> <td>GENOE ([Benítez; Parrado, 2024](https://publications.iadb.org/en/mirror-mirror-wall-which-jobs-will-ai-replace-after-all-new-index-occupational-exposure))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM recebe o nome da ocupação e o vetor completo de tarefas</td> <td>Sensível a barreiras sociais e institucionais</td> <td>Avaliações inteiramente sintéticas, sem validação direta por especialistas — a aferição é indireta, pela replicação do AIOE; base americana</td> <td>Comparação</td> </tr>			ROW-REV-0067
CLM-REV-060	CIT-REV-016	2.3 Índices de exposição à IA na literatura	table-row-near-52	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	No GENOE, o LLM recebe o nome da ocupação e o vetor completo de tarefas.	<tr> <td>GENOE ([Benítez; Parrado, 2024](https://publications.iadb.org/en/mirror-mirror-wall-which-jobs-will-ai-replace-after-all-new-index-occupational-exposure))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM recebe o nome da ocupação e o vetor completo de tarefas</td> <td>Sensível a barreiras sociais e institucionais</td> <td>Avaliações inteiramente sintéticas, sem validação direta por especialistas — a aferição é indireta, pela replicação do AIOE; base americana</td> <td>Comparação</td> </tr>			ROW-REV-0068
CLM-REV-061	CIT-REV-016	2.3 Índices de exposição à IA na literatura	table-row-near-52	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE é sensível a barreiras sociais e institucionais.	<tr> <td>GENOE ([Benítez; Parrado, 2024](https://publications.iadb.org/en/mirror-mirror-wall-which-jobs-will-ai-replace-after-all-new-index-occupational-exposure))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM recebe o nome da ocupação e o vetor completo de tarefas</td> <td>Sensível a barreiras sociais e institucionais</td> <td>Avaliações inteiramente sintéticas, sem validação direta por especialistas — a aferição é indireta, pela replicação do AIOE; base americana</td> <td>Comparação</td> </tr>			ROW-REV-0069
CLM-REV-062	CIT-REV-016	2.3 Índices de exposição à IA na literatura	table-row-near-52	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	As avaliações do GENOE são inteiramente sintéticas.	<tr> <td>GENOE ([Benítez; Parrado, 2024](https://publications.iadb.org/en/mirror-mirror-wall-which-jobs-will-ai-replace-after-all-new-index-occupational-exposure))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM recebe o nome da ocupação e o vetor completo de tarefas</td> <td>Sensível a barreiras sociais e institucionais</td> <td>Avaliações inteiramente sintéticas, sem validação direta por especialistas — a aferição é indireta, pela replicação do AIOE; base americana</td> <td>Comparação</td> </tr>			ROW-REV-0070
CLM-REV-063	CIT-REV-016	2.3 Índices de exposição à IA na literatura	table-row-near-52	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	As avaliações do GENOE não têm validação direta por especialistas.	<tr> <td>GENOE ([Benítez; Parrado, 2024](https://publications.iadb.org/en/mirror-mirror-wall-which-jobs-will-ai-replace-after-all-new-index-occupational-exposure))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM recebe o nome da ocupação e o vetor completo de tarefas</td> <td>Sensível a barreiras sociais e institucionais</td> <td>Avaliações inteiramente sintéticas, sem validação direta por especialistas — a aferição é indireta, pela replicação do AIOE; base americana</td> <td>Comparação</td> </tr>			ROW-REV-0071
CLM-REV-064	CIT-REV-016	2.3 Índices de exposição à IA na literatura	table-row-near-52	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	A aferição do GENOE é indireta, pela replicação do AIOE.	<tr> <td>GENOE ([Benítez; Parrado, 2024](https://publications.iadb.org/en/mirror-mirror-wall-which-jobs-will-ai-replace-after-all-new-index-occupational-exposure))</td> <td>O\*NET / SOC (EUA)</td> <td>LLM recebe o nome da ocupação e o vetor completo de tarefas</td> <td>Sensível a barreiras sociais e institucionais</td> <td>Avaliações inteiramente sintéticas, sem validação direta por especialistas — a aferição é indireta, pela replicação do AIOE; base americana</td> <td>Comparação</td> </tr>			ROW-REV-0072
